min_temperature,total_precipitation,mean_temperature,max_temperature,snow_on_ground,date
-1.0,6.8,0.7,2.5,0.0,2021-01-01
-0.9,10.8,0.7,2.2,0.0,2021-02-01
0.2,1.7,1.1,2.1,0.0,2021-03-01
-0.1,0.0,0.8,1.7,0.0,2021-04-01
0.6,0.4,1.1,1.6,0.0,2021-05-01
-0.3,0.0,0.9,2.1,0.0,2021-06-01
-4.8,0.0,-2.0,0.8,0.0,2021-07-01
-8.3,0.0,-4.8,-1.3,0.0,2021-08-01
-2.4,0.0,0.8,4.1,0.0,2021-09-01
-2.0,0.0,0.1,2.1,0.0,2021-10-01
-3.1,0.0,-1.0,1.2,0.0,2021-11-01
-1.1,0.3,-0.5,0.0,0.0,2021-12-01
-0.5,0.0,1.5,3.6,0.0,2021-01-13
1.7,0.0,3.4,5.2,0.0,2021-01-14
2.7,2.9,4.2,5.6,0.0,2021-01-15
-0.3,0.0,2.3,5.0,0.0,2021-01-16
-0.6,0.2,2.3,5.1,0.0,2021-01-17
-2.3,0.0,-0.5,1.2,0.0,2021-01-18
-2.2,0.0,0.0,2.2,0.0,2021-01-19
-7.1,0.0,-4.0,-0.8,0.0,2021-01-20
-0.8,0.1,1.6,4.0,0.0,2021-01-21
-6.4,0.3,-1.9,2.6,0.0,2021-01-22
-10.6,0.0,-7.3,-4.0,0.0,2021-01-23
-6.2,0.0,-4.0,-1.8,0.0,2021-01-24
-2.1,0.0,0.1,2.3,0.0,2021-01-25
-3.9,8.7,-1.5,0.9,0.0,2021-01-26
-8.3,0.0,-5.4,-2.5,6.0,2021-01-27
-12.1,0.0,-9.4,-6.7,4.0,2021-01-28
-12.2,0.0,-9.4,-6.6,4.0,2021-01-29
-10.5,0.0,-6.3,-2.0,4.0,2021-01-30
-8.8,0.0,-6.5,-4.2,4.0,2021-01-31
-9.6,0.0,-5.8,-2.0,4.0,2021-01-02
-7.7,0.0,-3.9,0.0,3.0,2021-02-02
-5.9,0.0,-2.5,1.0,3.0,2021-03-02
-3.9,0.9,0.1,4.0,3.0,2021-04-02
-6.6,2.3,-1.7,3.1,2.0,2021-05-02
-8.1,0.0,-6.6,-5.1,2.0,2021-06-02
-11.6,0.8,-8.4,-5.2,4.0,2021-07-02
-11.7,0.2,-8.7,-5.7,3.0,2021-08-02
-8.8,0.3,-5.6,-2.4,4.0,2021-09-02
-10.1,0.0,-7.2,-4.2,3.0,2021-10-02
-9.8,0.0,-6.3,-2.8,3.0,2021-11-02
-13.5,0.3,-10.8,-8.1,2.0,2021-12-02
-11.8,1.6,-10.2,-8.6,4.0,2021-02-13
-11.2,0.0,-7.1,-3.0,8.0,2021-02-14
-8.4,5.4,-5.6,-2.8,6.0,2021-02-15
-12.0,5.5,-9.2,-6.4,16.0,2021-02-16
-12.7,0.0,-7.6,-2.5,14.0,2021-02-17
-6.2,3.7,-4.4,-2.6,13.0,2021-02-18
-5.6,2.4,-3.6,-1.7,19.0,2021-02-19
-7.3,0.0,-4.1,-0.9,20.0,2021-02-20
-8.5,0.0,-4.2,0.1,18.0,2021-02-21
-0.3,7.7,1.6,3.5,20.0,2021-02-22
0.2,0.5,2.7,5.3,16.0,2021-02-23
0.7,0.0,4.9,9.1,14.0,2021-02-24
-2.6,0.0,-0.2,2.2,9.0,2021-02-25
-3.8,0.0,-0.3,3.3,8.0,2021-02-26
1.0,6.5,3.7,6.4,7.0,2021-02-27
0.8,1.3,4.1,7.3,6.0,2021-02-28
-9.6,0.0,-1.5,6.5,1.0,2021-01-03
-12.8,0.0,-5.9,1.0,1.0,2021-02-03
-0.7,0.0,3.6,8.0,0.0,2021-03-03
-7.0,0.0,-2.6,1.8,0.0,2021-04-03
-8.8,0.0,-3.6,1.7,0.0,2021-05-03
-6.6,0.0,-3.8,-0.9,0.0,2021-06-03
-7.8,0.0,-3.9,0.0,0.0,2021-07-03
-6.4,0.0,1.5,9.4,0.0,2021-08-03
1.2,0.0,6.0,10.7,0.0,2021-09-03
3.2,0.0,8.7,14.1,0.0,2021-10-03
6.8,2.1,12.8,18.8,0.0,2021-11-03
-3.3,0.0,4.6,12.4,0.0,2021-12-03
-5.1,0.0,0.5,6.1,0.0,2021-03-13
-4.7,0.0,-0.5,3.8,0.0,2021-03-14
-7.8,0.0,-4.2,-0.6,0.0,2021-03-15
-1.2,0.0,0.8,2.8,0.0,2021-03-16
2.0,0.0,5.4,8.7,0.0,2021-03-17
-1.1,0.4,3.5,8.0,0.0,2021-03-18
-4.2,0.0,-0.4,3.5,0.0,2021-03-19
-0.3,0.0,6.3,13.0,0.0,2021-03-20
2.3,0.0,8.9,15.6,0.0,2021-03-21
3.5,0.0,9.8,16.1,0.0,2021-03-22
6.1,0.0,10.6,15.1,0.0,2021-03-23
7.9,0.8,11.4,14.9,0.0,2021-03-24
8.5,1.0,14.1,19.6,0.0,2021-03-25
4.0,28.4,7.1,10.3,0.0,2021-03-26
4.2,0.0,5.8,7.5,0.0,2021-03-27
2.8,9.5,6.5,10.2,0.0,2021-03-28
0.2,0.0,3.7,7.3,0.0,2021-03-29
2.6,0.0,10.5,18.4,0.0,2021-03-30
1.1,0.0,7.9,14.7,0.0,2021-03-31
-1.7,0.0,0.7,3.1,0.0,2021-01-04
-3.5,0.0,0.7,4.9,0.0,2021-02-04
-1.9,0.3,3.5,8.9,0.0,2021-03-04
1.5,0.0,6.9,12.3,0.0,2021-04-04
7.0,0.0,9.8,12.6,0.0,2021-05-04
7.5,0.1,10.2,12.9,0.0,2021-06-04
8.0,0.0,11.8,15.7,0.0,2021-07-04
10.4,0.0,14.9,19.4,0.0,2021-08-04
12.5,0.8,14.7,16.9,0.0,2021-09-04
11.3,0.0,15.2,19.1,0.0,2021-10-04
10.2,16.3,13.3,16.5,0.0,2021-11-04
6.7,7.0,8.8,10.9,0.0,2021-12-04
7.1,0.0,10.6,14.1,0.0,2021-04-13
5.4,0.4,10.4,15.4,0.0,2021-04-14
5.1,0.8,7.0,8.8,0.0,2021-04-15
5.1,0.4,8.0,10.8,0.0,2021-04-16
3.9,0.0,8.0,12.1,0.0,2021-04-17
4.2,0.0,8.9,13.6,0.0,2021-04-18
4.9,0.7,10.6,16.3,0.0,2021-04-19
-0.4,1.2,3.1,6.6,0.0,2021-04-20
-1.4,4.0,1.5,4.3,0.0,2021-04-21
-0.7,0.0,2.6,5.9,0.0,2021-04-22
0.8,0.0,9.9,19.0,0.0,2021-04-23
7.9,0.0,12.3,16.8,0.0,2021-04-24
1.7,0.8,7.2,12.6,0.0,2021-04-25
0.2,1.4,4.2,8.2,0.0,2021-04-26
5.5,4.3,8.5,11.4,0.0,2021-04-27
8.3,7.0,12.5,16.7,0.0,2021-04-28
8.1,9.0,9.5,10.8,0.0,2021-04-29
4.8,0.0,7.3,9.7,0.0,2021-04-30
2.0,0.0,7.4,12.7,0.0,2021-01-05
9.0,0.1,13.0,17.0,0.0,2021-02-05
7.7,2.4,10.5,13.3,0.0,2021-03-05
7.2,1.5,9.4,11.7,0.0,2021-04-05
6.1,0.0,9.6,13.1,0.0,2021-05-05
4.6,0.0,8.7,12.8,0.0,2021-06-05
5.1,0.1,7.6,10.1,0.0,2021-07-05
4.4,0.5,9.4,14.5,0.0,2021-08-05
4.2,0.0,8.2,12.3,0.0,2021-09-05
3.7,0.0,9.4,15.2,0.0,2021-10-05
3.6,0.0,8.1,12.6,0.0,2021-11-05
6.3,0.0,12.2,18.0,0.0,2021-12-05
8.9,0.0,14.1,19.3,0.0,2021-05-13
8.5,0.0,14.9,21.4,0.0,2021-05-14
9.2,0.0,15.7,22.2,0.0,2021-05-15
11.7,0.0,17.2,22.7,0.0,2021-05-16
11.1,0.0,17.4,23.7,0.0,2021-05-17
13.3,0.0,19.9,26.6,0.0,2021-05-18
15.4,0.0,21.7,28.0,0.0,2021-05-19
18.0,0.0,24.1,30.2,0.0,2021-05-20
18.4,0.0,24.5,30.7,0.0,2021-05-21
20.4,0.2,24.2,28.0,0.0,2021-05-22
15.5,0.0,20.4,25.3,0.0,2021-05-23
13.0,0.0,16.9,20.9,0.0,2021-05-24
15.1,0.0,22.9,30.8,0.0,2021-05-25
11.7,2.4,18.7,25.6,0.0,2021-05-26
9.4,0.0,13.8,18.2,0.0,2021-05-27
3.1,13.5,7.1,11.1,0.0,2021-05-28
5.2,0.0,10.3,15.5,0.0,2021-05-29
8.4,0.0,13.5,18.7,0.0,2021-05-30
8.4,0.0,15.0,21.6,0.0,2021-05-31
14.6,0.0,19.7,24.8,0.0,2021-01-06
13.4,5.5,19.2,25.0,0.0,2021-02-06
14.8,3.3,18.1,21.4,0.0,2021-03-06
15.0,0.0,20.1,25.3,0.0,2021-04-06
17.8,0.0,25.1,32.4,0.0,2021-05-06
18.9,0.0,24.7,30.5,0.0,2021-06-06
19.1,0.0,24.4,29.6,0.0,2021-07-06
20.0,5.0,23.2,26.3,0.0,2021-08-06
20.6,0.0,24.7,28.8,0.0,2021-09-06
18.6,0.0,21.2,23.7,0.0,2021-10-06
17.7,0.0,20.7,23.6,0.0,2021-11-06
17.4,0.0,21.3,25.2,0.0,2021-12-06
16.7,4.3,21.8,26.9,0.0,2021-06-13
16.1,2.5,19.2,22.3,0.0,2021-06-14
15.5,0.0,19.2,22.9,0.0,2021-06-15
12.3,0.0,17.4,22.4,0.0,2021-06-16
11.1,0.0,17.6,24.1,0.0,2021-06-17
16.9,8.2,20.1,23.3,0.0,2021-06-18
17.0,3.2,23.9,30.8,0.0,2021-06-19
15.7,0.0,21.1,26.4,0.0,2021-06-20
12.7,5.4,20.8,28.9,0.0,2021-06-21
11.1,0.0,15.5,19.8,0.0,2021-06-22
10.6,0.0,16.8,22.9,0.0,2021-06-23
16.4,0.0,21.7,27.0,0.0,2021-06-24
18.6,12.7,21.5,24.4,0.0,2021-06-25
18.6,4.6,22.3,26.0,0.0,2021-06-26
20.7,0.0,24.9,29.1,0.0,2021-06-27
21.9,0.0,27.2,32.6,0.0,2021-06-28
20.5,25.0,25.3,30.1,0.0,2021-06-29
20.1,0.1,24.4,28.7,0.0,2021-06-30
17.6,0.0,21.6,25.5,0.0,2021-01-07
16.6,5.1,20.7,24.7,0.0,2021-02-07
15.4,0.0,20.0,24.6,0.0,2021-03-07
17.4,0.0,20.7,24.0,0.0,2021-04-07
18.9,0.1,24.1,29.3,0.0,2021-05-07
24.1,0.0,28.6,33.2,0.0,2021-06-07
16.3,5.6,20.7,25.1,0.0,2021-07-07
15.5,26.8,17.2,18.9,0.0,2021-08-07
17.0,1.3,18.6,20.1,0.0,2021-09-07
14.6,0.0,19.5,24.4,0.0,2021-10-07
18.1,0.9,19.5,20.9,0.0,2021-11-07
19.7,0.0,21.9,24.2,0.0,2021-12-07
20.5,6.3,23.6,26.7,0.0,2021-07-13
20.4,0.0,24.5,28.5,0.0,2021-07-14
19.8,9.2,24.0,28.3,0.0,2021-07-15
18.5,0.0,21.3,24.1,0.0,2021-07-16
18.9,4.3,20.3,21.6,0.0,2021-07-17
19.2,0.0,24.3,29.4,0.0,2021-07-18
20.4,0.0,25.2,30.0,0.0,2021-07-19
20.4,0.0,25.2,30.0,0.0,2021-07-20
16.3,0.0,21.0,25.7,0.0,2021-07-21
15.8,0.0,20.7,25.6,0.0,2021-07-22
15.5,0.0,20.5,25.5,0.0,2021-07-23
18.0,21.1,20.7,23.4,0.0,2021-07-24
18.0,0.0,24.3,30.6,0.0,2021-07-25
18.4,0.0,24.1,29.7,0.0,2021-07-26
18.7,9.0,21.7,24.7,0.0,2021-07-27
18.7,0.0,21.2,23.6,0.0,2021-07-28
19.0,12.1,22.3,25.6,0.0,2021-07-29
14.0,0.0,17.6,21.2,0.0,2021-07-30
12.9,0.1,16.8,20.7,0.0,2021-07-31
15.7,0.3,18.9,22.0,0.0,2021-01-08
14.3,0.0,19.3,24.2,0.0,2021-02-08
14.4,0.0,20.4,26.4,0.0,2021-03-08
16.6,0.0,22.0,27.3,0.0,2021-04-08
17.5,0.0,22.7,28.0,0.0,2021-05-08
18.6,0.0,23.6,28.6,0.0,2021-06-08
20.6,1.1,24.1,27.6,0.0,2021-07-08
20.7,0.0,24.1,27.4,0.0,2021-08-08
22.4,0.0,27.0,31.6,0.0,2021-09-08
23.7,0.5,25.7,27.6,0.0,2021-10-08
22.8,0.6,27.2,31.6,0.0,2021-11-08
22.2,0.9,25.9,29.6,0.0,2021-12-08
20.9,0.0,24.9,28.8,0.0,2021-08-13
16.6,0.0,21.6,26.5,0.0,2021-08-14
14.7,0.0,19.2,23.7,0.0,2021-08-15
17.0,0.0,20.5,24.0,0.0,2021-08-16
21.6,0.0,24.8,28.0,0.0,2021-08-17
21.4,0.8,24.4,27.4,0.0,2021-08-18
20.6,0.0,25.7,30.8,0.0,2021-08-19
19.2,0.0,24.5,29.8,0.0,2021-08-20
23.1,0.0,26.2,29.3,0.0,2021-08-21
21.6,0.0,25.8,29.9,0.0,2021-08-22
22.0,0.0,27.2,32.3,0.0,2021-08-23
20.0,0.0,25.5,31.1,0.0,2021-08-24
22.9,0.0,26.5,30.0,0.0,2021-08-25
22.7,0.4,27.7,32.7,0.0,2021-08-26
21.9,0.0,24.4,26.8,0.0,2021-08-27
20.1,4.4,23.6,27.2,0.0,2021-08-28
22.0,2.6,26.4,30.8,0.0,2021-08-29
20.0,0.0,25.1,30.2,0.0,2021-08-30
18.1,0.0,22.5,26.9,0.0,2021-08-31
17.3,0.0,21.2,25.1,0.0,2021-01-09
13.0,0.0,17.7,22.4,0.0,2021-02-09
13.0,0.0,17.8,22.6,0.0,2021-03-09
14.0,2.9,19.5,25.0,0.0,2021-04-09
18.2,2.3,23.0,27.8,0.0,2021-05-09
14.4,3.5,19.2,24.0,0.0,2021-06-09
13.6,21.8,19.5,25.3,0.0,2021-07-09
16.3,19.0,21.4,26.5,0.0,2021-08-09
14.8,0.2,18.5,22.2,0.0,2021-09-09
12.5,0.0,17.9,23.3,0.0,2021-10-09
14.0,0.0,19.8,25.7,0.0,2021-11-09
15.6,2.3,19.9,24.2,0.0,2021-12-09
13.3,0.0,17.9,22.4,0.0,2021-09-13
16.2,16.9,20.6,25.0,0.0,2021-09-14
16.7,0.0,19.7,22.7,0.0,2021-09-15
15.9,0.0,19.4,22.9,0.0,2021-09-16
16.6,0.0,21.4,26.2,0.0,2021-09-17
14.3,0.0,19.7,25.1,0.0,2021-09-18
14.1,0.0,17.6,21.1,0.0,2021-09-19
14.7,0.0,19.0,23.3,0.0,2021-09-20
19.3,6.2,22.4,25.5,0.0,2021-09-21
13.0,49.9,16.5,19.9,0.0,2021-09-22
13.2,4.2,16.0,18.7,0.0,2021-09-23
11.8,0.4,14.6,17.3,0.0,2021-09-24
11.0,3.4,16.0,21.0,0.0,2021-09-25
9.0,3.3,14.7,20.5,0.0,2021-09-26
14.3,2.3,19.5,24.7,0.0,2021-09-27
10.8,0.0,14.1,17.4,0.0,2021-09-28
10.5,0.0,15.6,20.8,0.0,2021-09-29
9.9,0.0,12.9,15.9,0.0,2021-09-30
10.1,0.0,14.3,18.6,0.0,2021-01-10
13.5,0.1,19.0,24.4,0.0,2021-02-10
15.3,22.8,17.4,19.4,0.0,2021-03-10
14.6,4.2,15.4,16.2,0.0,2021-04-10
14.8,0.0,16.7,18.5,0.0,2021-05-10
15.1,0.0,16.5,18.0,0.0,2021-06-10
16.0,0.0,17.8,19.7,0.0,2021-07-10
16.1,0.0,17.9,19.8,0.0,2021-08-10
17.4,7.1,18.7,19.9,0.0,2021-09-10
16.6,8.4,18.6,20.5,0.0,2021-10-10
17.0,0.0,19.6,22.1,0.0,2021-11-10
16.8,0.0,19.5,22.1,0.0,2021-12-10
16.0,0.0,18.8,21.6,0.0,2021-10-13
14.8,1.4,18.2,21.6,0.0,2021-10-14
14.8,20.4,17.3,19.8,0.0,2021-10-15
10.3,1.8,12.9,15.4,0.0,2021-10-16
9.4,0.2,12.3,15.2,0.0,2021-10-17
6.3,0.0,9.9,13.4,0.0,2021-10-18
5.9,0.0,13.5,21.1,0.0,2021-10-19
11.9,0.8,15.0,18.2,0.0,2021-10-20
9.4,2.6,13.3,17.2,0.0,2021-10-21
5.1,0.0,7.3,9.5,0.0,2021-10-22
4.6,0.0,7.3,10.0,0.0,2021-10-23
5.3,1.8,9.2,13.1,0.0,2021-10-24
5.4,18.8,7.4,9.5,0.0,2021-10-25
5.3,6.7,7.4,9.5,0.0,2021-10-26
9.0,0.0,12.8,16.7,0.0,2021-10-27
7.6,0.0,9.2,10.8,0.0,2021-10-28
9.1,15.2,11.2,13.3,0.0,2021-10-29
8.4,18.6,9.2,10.1,0.0,2021-10-30
8.1,0.0,11.7,15.3,0.0,2021-10-31
8.1,0.0,11.7,15.3,0.0,2021-01-11
2.8,0.1,6.0,9.2,0.0,2021-02-11
1.4,0.0,4.6,7.9,0.0,2021-03-11
1.3,0.0,5.1,8.8,0.0,2021-04-11
0.0,0.0,5.0,10.0,0.0,2021-05-11
2.0,0.0,6.8,11.6,0.0,2021-06-11
4.4,0.0,10.3,16.2,0.0,2021-07-11
6.0,0.0,11.6,17.3,0.0,2021-08-11
8.4,2.4,11.7,14.9,0.0,2021-09-11
4.1,0.0,8.7,13.2,0.0,2021-10-11
7.0,0.4,10.0,13.0,0.0,2021-11-11
6.4,3.0,9.8,13.1,0.0,2021-12-11
4.0,0.0,5.9,7.8,0.0,2021-11-13
2.0,9.4,3.8,5.6,0.0,2021-11-14
1.3,0.7,3.6,5.9,0.0,2021-11-15
1.3,0.7,3.6,5.9,0.0,2021-11-16
3.6,0.9,9.8,16.1,0.0,2021-11-17
2.4,0.2,8.5,14.5,1.0,2021-11-18
1.6,0.0,4.0,6.4,1.0,2021-11-19
1.5,0.3,4.2,6.8,1.0,2021-11-20
2.5,3.4,5.6,8.6,0.0,2021-11-21
-0.9,0.0,2.0,4.9,0.0,2021-11-22
-1.9,0.0,1.0,4.0,0.0,2021-11-23
-1.1,0.3,3.5,8.0,0.0,2021-11-24
4.8,9.0,6.2,7.6,1.0,2021-11-25
-1.8,0.0,1.5,4.8,1.0,2021-11-26
-3.2,0.0,-0.8,1.5,1.0,2021-11-27
-2.8,7.8,-1.4,-0.1,1.0,2021-11-28
-4.6,1.3,-1.8,1.1,9.0,2021-11-29
-2.1,1.6,0.8,3.7,6.0,2021-11-30
1.7,0.0,3.8,5.8,3.0,2021-01-12
2.5,0.7,6.7,10.8,0.0,2021-02-12
0.5,0.0,1.5,2.6,1.0,2021-03-12
0.7,0.0,3.1,5.5,0.0,2021-04-12
-0.2,14.7,2.3,4.8,0.0,2021-05-12
-0.9,2.5,4.7,10.3,1.0,2021-06-12
-5.0,0.0,-2.9,-0.7,0.0,2021-07-12
-5.2,2.0,-3.1,-1.0,0.0,2021-08-12
-4.3,1.6,-1.1,2.2,2.0,2021-09-12
2.2,0.0,4.2,6.3,1.0,2021-10-12
2.7,16.4,9.3,16.0,0.0,2021-11-12
0.7,0.3,4.0,7.2,0.0,2021-12-12
3.8,0.0,6.8,9.8,0.0,2021-12-13
2.3,0.0,4.3,6.3,0.0,2021-12-14
4.2,1.0,8.1,11.9,0.0,2021-12-15
5.5,0.0,10.3,15.2,0.0,2021-12-16
0.8,0.0,3.3,5.9,0.0,2021-12-17
-2.9,8.2,-0.8,1.4,0.0,2021-12-18
-5.3,0.0,-3.9,-2.5,7.0,2021-12-19
-5.3,0.0,-0.6,4.2,5.0,2021-12-20
0.4,0.0,2.5,4.7,4.0,2021-12-21
-3.3,0.4,0.7,4.6,2.0,2021-12-22
-4.9,4.1,-2.4,0.1,2.0,2021-12-23
-0.1,0.3,1.9,3.8,5.0,2021-12-24
3.3,4.8,5.4,7.4,0.0,2021-12-25
-4.9,0.0,-0.2,4.4,1.0,2021-12-26
-5.3,1.9,-2.0,1.3,0.0,2021-12-27
-0.1,0.3,1.5,3.1,3.0,2021-12-28
0.7,0.1,2.0,3.3,1.0,2021-12-29
1.7,0.0,2.6,3.5,0.0,2021-12-30
2.7,0.0,4.9,7.1,1.0,2021-12-31
-2.1,2.4,1.5,5.1,0.0,2022-01-01
-10.5,2.0,-6.3,-2.1,3.0,2022-02-01
-12.9,0.0,-8.4,-4.0,3.0,2022-03-01
-5.7,0.0,-1.2,3.3,3.0,2022-04-01
-4.5,0.3,0.2,4.9,3.0,2022-05-01
-6.3,0.0,-3.9,-1.5,0.0,2022-06-01
-11.6,0.0,-8.1,-4.5,1.0,2022-07-01
-12.6,0.5,-5.4,1.9,0.0,2022-08-01
-6.6,0.2,-1.1,4.3,0.0,2022-09-01
-17.4,0.1,-11.8,-6.2,0.0,2022-10-01
-20.0,0.0,-10.8,-1.7,0.0,2022-11-01
-1.7,0.0,0.3,2.4,0.0,2022-12-01
-0.8,0.0,0.6,2.0,0.0,2022-01-13
-18.1,0.0,-9.2,-0.3,0.0,2022-01-14
-20.4,0.0,-16.5,-12.6,0.0,2022-01-15
-13.4,3.1,-6.6,0.3,0.0,2022-01-16
-5.0,36.2,-3.6,-2.3,25.0,2022-01-17
-10.1,0.8,-5.0,0.2,32.0,2022-01-18
-7.3,0.0,-1.4,4.6,30.0,2022-01-19
-16.4,0.0,-11.9,-7.3,24.0,2022-01-20
-17.7,0.1,-13.3,-8.9,23.0,2022-01-21
-12.4,0.0,-8.1,-3.8,22.0,2022-01-22
-14.5,0.1,-9.3,-4.1,20.0,2022-01-23
-14.7,4.7,-9.2,-3.8,20.0,2022-01-24
-12.3,0.0,-8.9,-5.4,24.0,2022-01-25
-14.0,0.1,-11.3,-8.6,24.0,2022-01-26
