min_temperature,total_precipitation,mean_temperature,max_temperature,snow_on_ground,date
-3.1,0.0,0.6,4.2,11.0,2023-02-26
-5.4,7.2,-2.3,0.8,7.0,2023-02-27
-0.1,2.8,1.3,2.6,10.0,2023-02-28
-0.1,0.0,1.6,3.2,8.0,2023-01-03
-0.5,0.0,2.2,4.9,8.0,2023-02-03
-1.6,21.7,-0.3,1.1,6.0,2023-03-03
-0.9,11.1,2.5,5.8,21.0,2023-04-03
-0.1,0.4,3.3,6.8,15.0,2023-05-03
-0.8,0.0,1.3,3.4,12.0,2023-06-03
-1.9,0.0,0.0,1.9,11.0,2023-07-03
-2.3,0.0,0.3,3.0,10.0,2023-08-03
-2.5,0.0,1.1,4.6,9.0,2023-09-03
-2.3,9.0,-0.8,0.7,8.0,2023-10-03
-3.5,0.3,-1.5,0.6,17.0,2023-11-03
-3.4,2.5,-1.3,0.7,14.0,2023-12-03
-2.3,0.5,-0.1,2.0,18.0,2023-03-13
-4.5,0.0,-2.9,-1.3,14.0,2023-03-14
-4.6,0.0,0.7,6.0,13.0,2023-03-15
1.2,1.8,5.6,10.0,9.0,2023-03-16
1.2,6.5,4.4,7.6,5.0,2023-03-17
-5.9,0.4,-1.9,2.2,1.0,2023-03-18
-6.7,0.0,-2.8,1.2,0.0,2023-03-19
-1.5,0.0,2.9,7.2,0.0,2023-03-20
4.2,0.0,7.0,9.8,0.0,2023-03-21
1.8,0.0,4.8,7.9,0.0,2023-03-22
0.3,9.5,4.6,8.9,0.0,2023-03-23
0.1,0.0,3.0,5.9,0.0,2023-03-24
1.8,23.8,5.7,9.6,0.0,2023-03-25
2.8,0.0,6.8,10.8,0.0,2023-03-26
2.8,1.0,4.6,6.4,0.0,2023-03-27
2.1,0.0,4.7,7.2,0.0,2023-03-28
-3.5,2.1,3.0,9.6,0.0,2023-03-29
-4.2,0.0,-0.4,3.4,0.0,2023-03-30
1.2,10.0,3.0,4.8,0.0,2023-03-31
-1.3,16.9,7.4,16.1,0.0,2023-01-04
-3.7,0.0,-0.4,2.9,0.0,2023-02-04
2.3,0.0,8.2,14.1,0.0,2023-03-04
5.6,1.5,7.9,10.3,0.0,2023-04-04
3.1,26.0,7.6,12.1,0.0,2023-05-04
5.8,0.0,9.3,12.9,0.0,2023-06-04
-0.6,0.0,3.5,7.7,0.0,2023-07-04
-1.6,0.0,2.3,6.1,0.0,2023-08-04
1.6,0.0,5.8,10.1,0.0,2023-09-04
3.9,0.0,10.9,17.8,0.0,2023-10-04
8.2,0.0,16.3,24.4,0.0,2023-11-04
13.0,0.0,20.2,27.4,0.0,2023-12-04
14.7,0.0,20.8,26.8,0.0,2023-04-13
14.0,0.0,20.5,27.0,0.0,2023-04-14
14.6,0.0,19.2,23.9,0.0,2023-04-15
9.2,6.0,16.1,23.0,0.0,2023-04-16
3.7,0.6,6.9,10.1,0.0,2023-04-17
2.3,0.0,4.3,6.3,0.0,2023-04-18
1.5,0.0,5.3,9.1,0.0,2023-04-19
3.9,0.7,7.1,10.2,0.0,2023-04-20
7.2,2.2,14.1,20.9,0.0,2023-04-21
7.5,16.9,9.7,11.8,0.0,2023-04-22
5.7,0.0,7.3,8.9,0.0,2023-04-23
4.1,2.2,6.1,8.2,0.0,2023-04-24
3.8,0.0,7.4,11.0,0.0,2023-04-25
2.4,0.0,5.8,9.1,0.0,2023-04-26
3.7,0.0,8.1,12.4,0.0,2023-04-27
7.3,13.5,9.6,11.8,0.0,2023-04-28
6.1,6.8,8.2,10.3,0.0,2023-04-29
7.4,12.2,9.2,11.0,0.0,2023-04-30
6.0,1.3,8.4,10.7,0.0,2023-01-05
3.2,5.8,5.7,8.2,0.0,2023-02-05
3.3,5.1,6.7,10.0,0.0,2023-03-05
7.2,0.0,10.2,13.2,0.0,2023-04-05
8.5,0.1,11.5,14.5,0.0,2023-05-05
7.2,0.0,12.9,18.6,0.0,2023-06-05
10.5,11.1,13.6,16.7,0.0,2023-07-05
8.6,0.0,14.4,20.2,0.0,2023-08-05
9.6,0.0,12.6,15.6,0.0,2023-09-05
7.2,0.0,13.6,19.9,0.0,2023-10-05
11.5,0.0,19.1,26.7,0.0,2023-11-05
15.0,0.0,21.2,27.5,0.0,2023-12-05
13.6,0.0,18.4,23.1,0.0,2023-05-13
10.5,0.0,13.2,15.9,0.0,2023-05-14
9.2,0.0,16.5,23.9,0.0,2023-05-15
6.6,0.0,15.8,25.0,0.0,2023-05-16
2.8,0.0,6.5,10.2,0.0,2023-05-17
4.0,0.0,9.0,13.9,0.0,2023-05-18
8.4,9.0,14.9,21.5,0.0,2023-05-19
11.9,15.5,14.6,17.4,0.0,2023-05-20
10.7,0.0,17.5,24.3,0.0,2023-05-21
11.4,0.0,13.9,16.3,0.0,2023-05-22
10.0,0.0,14.8,19.5,0.0,2023-05-23
6.8,0.0,11.9,17.0,0.0,2023-05-24
5.2,0.0,10.3,15.4,0.0,2023-05-25
7.4,0.0,13.7,19.9,0.0,2023-05-26
12.4,0.0,17.8,23.2,0.0,2023-05-27
12.7,0.0,19.3,25.9,0.0,2023-05-28
17.3,0.0,20.7,24.2,0.0,2023-05-29
15.1,0.0,20.9,26.7,0.0,2023-05-30
16.9,0.0,23.5,30.2,0.0,2023-05-31
19.0,0.0,24.7,30.4,0.0,2023-01-06
19.6,9.4,26.2,32.8,0.0,2023-02-06
15.8,0.0,19.6,23.4,0.0,2023-03-06
13.1,0.0,16.7,20.3,0.0,2023-04-06
14.2,0.0,18.3,22.4,0.0,2023-05-06
15.0,0.0,19.3,23.7,0.0,2023-06-06
12.7,0.0,17.2,21.8,0.0,2023-07-06
13.3,0.0,15.9,18.5,0.0,2023-08-06
12.1,2.4,16.6,21.1,0.0,2023-09-06
14.1,0.0,20.0,25.9,0.0,2023-10-06
15.6,7.0,19.1,22.6,0.0,2023-11-06
12.7,50.1,15.8,18.8,0.0,2023-12-06
11.7,3.3,15.7,19.8,0.0,2023-06-13
12.5,1.3,15.9,19.3,0.0,2023-06-14
11.8,2.7,16.0,20.1,0.0,2023-06-15
14.6,0.0,18.7,22.9,0.0,2023-06-16
13.8,0.0,19.6,25.4,0.0,2023-06-17
14.8,0.0,19.8,24.8,0.0,2023-06-18
16.1,0.0,20.3,24.4,0.0,2023-06-19
18.7,0.0,21.5,24.3,0.0,2023-06-20
18.9,0.0,22.5,26.2,0.0,2023-06-21
18.3,0.0,21.3,24.3,0.0,2023-06-22
19.3,4.6,21.3,23.3,0.0,2023-06-23
20.0,0.1,24.0,28.0,0.0,2023-06-24
19.7,8.8,23.9,28.2,0.0,2023-06-25
19.5,7.5,21.7,24.0,0.0,2023-06-26
16.3,5.8,19.6,23.0,0.0,2023-06-27
15.4,0.0,19.5,23.6,0.0,2023-06-28
13.7,0.0,19.9,26.0,0.0,2023-06-29
18.7,0.2,21.8,25.0,0.0,2023-06-30
19.4,0.4,24.0,28.7,0.0,2023-01-07
20.5,0.9,22.2,23.8,0.0,2023-02-07
19.6,2.2,22.4,25.1,0.0,2023-03-07
19.1,0.0,25.5,32.0,0.0,2023-04-07
22.4,0.0,26.9,31.3,0.0,2023-05-07
22.2,1.1,26.1,30.0,0.0,2023-06-07
18.1,0.0,23.2,28.3,0.0,2023-07-07
15.7,0.2,20.3,25.0,0.0,2023-08-07
16.9,0.0,21.4,25.9,0.0,2023-09-07
16.5,0.0,22.6,28.7,0.0,2023-10-07
18.6,1.8,24.4,30.3,0.0,2023-11-07
15.1,0.0,20.2,25.3,0.0,2023-12-07
16.9,34.1,20.9,25.0,0.0,2023-07-13
15.3,0.0,20.7,26.1,0.0,2023-07-14
19.8,8.8,22.1,24.4,0.0,2023-07-15
19.9,1.1,23.6,27.2,0.0,2023-07-16
19.2,0.0,23.2,27.1,0.0,2023-07-17
18.0,0.4,22.0,26.1,0.0,2023-07-18
16.6,0.0,20.8,25.1,0.0,2023-07-19
18.9,2.9,22.9,26.8,0.0,2023-07-20
18.8,0.0,22.5,26.3,0.0,2023-07-21
17.2,0.0,23.1,29.0,0.0,2023-07-22
17.5,1.2,22.4,27.3,0.0,2023-07-23
18.4,7.3,22.4,26.4,0.0,2023-07-24
18.7,2.5,22.6,26.5,0.0,2023-07-25
20.6,6.2,24.7,28.8,0.0,2023-07-26
20.8,14.3,25.4,30.0,0.0,2023-07-27
20.4,0.0,25.2,30.0,0.0,2023-07-28
16.6,12.8,20.9,25.2,0.0,2023-07-29
14.8,0.0,19.5,24.3,0.0,2023-07-30
15.9,0.0,20.6,25.2,0.0,2023-07-31
15.4,0.0,19.7,24.0,0.0,2023-01-08
16.3,0.1,20.3,24.4,0.0,2023-02-08
18.5,5.8,23.5,28.5,0.0,2023-03-08
17.8,0.0,22.6,27.5,0.0,2023-04-08
18.4,0.0,21.3,24.2,0.0,2023-05-08
16.1,3.8,20.1,24.2,0.0,2023-06-08
19.2,5.9,22.2,25.2,0.0,2023-07-08
17.5,0.0,21.4,25.3,0.0,2023-08-08
16.6,0.0,22.8,28.9,0.0,2023-09-08
19.4,0.0,22.6,25.9,0.0,2023-10-08
16.0,0.0,20.7,25.3,0.0,2023-11-08
19.8,1.7,24.6,29.5,0.0,2023-12-08
17.5,0.0,21.7,26.0,0.0,2023-08-13
16.0,0.0,20.0,23.9,0.0,2023-08-14
18.6,2.8,20.9,23.2,0.0,2023-08-15
18.1,0.0,22.4,26.7,0.0,2023-08-16
17.8,6.1,21.8,25.9,0.0,2023-08-17
14.8,0.0,17.8,20.8,0.0,2023-08-18
13.1,0.0,19.7,26.2,0.0,2023-08-19
15.9,0.0,21.9,27.9,0.0,2023-08-20
17.5,0.0,21.5,25.6,0.0,2023-08-21
15.3,0.0,19.9,24.4,0.0,2023-08-22
15.9,2.4,18.3,20.8,0.0,2023-08-23
18.8,14.3,20.5,22.2,0.0,2023-08-24
19.4,0.0,22.2,24.9,0.0,2023-08-25
15.8,0.6,20.0,24.2,0.0,2023-08-26
13.3,0.0,17.8,22.3,0.0,2023-08-27
15.0,0.0,19.0,22.9,0.0,2023-08-28
14.6,2.4,19.6,24.6,0.0,2023-08-29
12.7,0.0,17.0,21.2,0.0,2023-08-30
11.6,0.0,16.8,22.1,0.0,2023-08-31
13.5,0.0,18.8,24.1,0.0,2023-01-09
15.8,0.0,21.2,26.7,0.0,2023-02-09
17.8,0.0,23.2,28.6,0.0,2023-03-09
20.8,0.0,26.9,32.9,0.0,2023-04-09
21.3,0.0,26.4,31.4,0.0,2023-05-09
22.1,0.0,26.7,31.4,0.0,2023-06-09
18.1,5.4,22.9,27.8,0.0,2023-07-09
15.9,0.0,18.4,20.9,0.0,2023-08-09
16.5,0.0,18.7,20.8,0.0,2023-09-09
17.9,0.0,20.7,23.6,0.0,2023-10-09
16.7,0.0,20.5,24.3,0.0,2023-11-09
15.4,4.5,19.6,23.9,0.0,2023-12-09
12.4,0.0,15.9,19.4,0.0,2023-09-13
10.7,0.0,15.6,20.5,0.0,2023-09-14
11.1,0.0,16.1,21.0,0.0,2023-09-15
11.9,0.0,17.7,23.4,0.0,2023-09-16
15.0,0.9,19.2,23.3,0.0,2023-09-17
13.4,0.0,18.0,22.6,0.0,2023-09-18
11.1,0.0,16.3,21.6,0.0,2023-09-19
9.5,0.0,14.5,19.5,0.0,2023-09-20
14.0,0.0,18.1,22.2,0.0,2023-09-21
14.6,0.0,18.4,22.1,0.0,2023-09-22
14.2,0.0,17.7,21.1,0.0,2023-09-23
14.2,0.0,17.8,21.4,0.0,2023-09-24
16.1,0.0,19.8,23.5,0.0,2023-09-25
16.4,0.0,18.3,20.2,0.0,2023-09-26
15.0,0.0,17.5,19.9,0.0,2023-09-27
15.1,0.9,17.0,18.8,0.0,2023-09-28
14.5,0.2,17.6,20.8,0.0,2023-09-29
15.0,0.0,19.1,23.3,0.0,2023-09-30
14.9,0.0,19.9,24.8,0.0,2023-01-10
16.9,0.0,21.1,25.2,0.0,2023-02-10
17.1,0.0,22.7,28.3,0.0,2023-03-10
17.9,0.0,22.6,27.2,0.0,2023-04-10
17.4,12.3,21.0,24.5,0.0,2023-05-10
13.1,6.1,17.7,22.3,0.0,2023-06-10
9.3,0.0,12.5,15.6,0.0,2023-07-10
7.4,1.5,9.5,11.5,0.0,2023-08-10
7.3,0.0,9.3,11.4,0.0,2023-09-10
7.7,2.8,10.3,12.8,0.0,2023-10-10
7.5,0.0,11.0,14.4,0.0,2023-11-10
7.2,0.0,11.7,16.1,0.0,2023-12-10
6.7,0.0,10.6,14.5,0.0,2023-10-13
9.9,0.0,11.5,13.1,0.0,2023-10-14
8.0,0.0,9.6,11.3,0.0,2023-10-15
8.2,0.0,10.5,12.9,0.0,2023-10-16
7.2,0.0,11.5,15.8,0.0,2023-10-17
9.4,0.0,11.8,14.3,0.0,2023-10-18
10.7,0.2,13.4,16.1,0.0,2023-10-19
10.1,5.7,12.5,15.0,0.0,2023-10-20
6.3,0.0,9.4,12.4,0.0,2023-10-21
3.5,0.0,7.3,11.2,0.0,2023-10-22
2.0,0.0,7.1,12.2,0.0,2023-10-23
9.3,0.0,13.8,18.3,0.0,2023-10-24
14.6,1.1,17.2,19.8,0.0,2023-10-25
14.3,8.0,16.2,18.1,0.0,2023-10-26
16.3,0.0,19.1,21.9,0.0,2023-10-27
7.5,0.0,12.7,18.0,0.0,2023-10-28
3.8,1.9,5.8,7.8,0.0,2023-10-29
1.0,2.2,4.4,7.9,0.0,2023-10-30
0.4,0.0,3.5,6.6,0.0,2023-10-31
0.1,0.0,2.8,5.5,0.0,2023-01-11
2.9,0.0,6.0,9.1,0.0,2023-02-11
8.2,0.0,11.1,14.0,0.0,2023-03-11
7.7,2.0,9.8,11.9,0.0,2023-04-11
4.1,0.0,7.2,10.3,0.0,2023-05-11
8.4,4.7,10.3,12.2,3.0,2023-06-11
8.4,4.7,10.3,12.2,0.0,2023-07-11
-1.2,15.3,1.7,4.6,0.0,2023-08-11
4.4,1.1,7.7,11.0,0.0,2023-09-11
3.4,0.0,7.5,11.5,0.0,2023-10-11
1.8,0.0,3.2,4.6,0.0,2023-11-11
0.0,0.0,2.5,4.9,0.0,2023-12-11
3.9,0.0,9.0,14.0,0.0,2023-11-13
4.9,0.0,7.1,9.4,0.0,2023-11-14
3.4,0.0,8.5,13.6,0.0,2023-11-15
4.6,0.0,8.5,12.3,0.0,2023-11-16
2.9,0.5,7.9,12.9,0.0,2023-11-17
0.5,0.0,4.5,8.5,0.0,2023-11-18
-0.6,0.0,3.2,7.1,0.0,2023-11-19
-3.1,0.0,-0.2,2.8,0.0,2023-11-20
2.0,16.6,4.2,6.3,0.0,2023-11-21
3.0,2.8,5.1,7.1,1.0,2023-11-22
0.8,0.0,4.1,7.3,0.0,2023-11-23
-2.3,0.0,-0.3,1.6,0.0,2023-11-24
-2.0,0.0,0.9,3.8,0.0,2023-11-25
1.6,9.1,4.2,6.8,0.0,2023-11-26
-3.0,0.0,0.8,4.7,0.0,2023-11-27
-3.9,0.0,-1.9,0.2,0.0,2023-11-28
-3.6,0.0,-1.3,1.0,0.0,2023-11-29
0.0,0.0,5.1,10.2,0.0,2023-11-30
1.2,9.0,5.5,9.8,0.0,2023-01-12
2.3,2.8,3.2,4.1,0.0,2023-02-12
1.6,2.1,2.6,3.5,0.0,2023-03-12
1.2,0.0,2.8,4.4,0.0,2023-04-12
0.3,0.1,1.7,3.1,0.0,2023-05-12
-1.8,0.0,-0.2,1.4,0.0,2023-06-12
0.3,3.9,3.0,5.7,1.0,2023-07-12
4.0,0.0,5.9,7.9,0.0,2023-08-12
7.6,9.1,10.3,13.0,0.0,2023-09-12
2.8,0.7,6.8,10.9,0.0,2023-10-12
0.7,0.0,1.8,3.0,0.0,2023-11-12
-0.2,0.0,2.7,5.7,0.0,2023-12-12
-1.4,0.0,1.1,3.6,0.0,2023-12-13
-1.8,0.0,1.9,5.5,0.0,2023-12-14
3.7,0.0,8.5,13.2,0.0,2023-12-15
4.7,0.2,5.8,7.0,0.0,2023-12-16
5.9,12.0,7.2,8.4,0.0,2023-12-17
-1.7,1.8,2.7,7.1,0.0,2023-12-18
-3.7,0.3,-2.0,-0.2,0.0,2023-12-19
-1.0,0.0,1.7,4.4,0.0,2023-12-20
-3.6,0.0,-0.3,3.1,0.0,2023-12-21
-4.4,0.0,-1.6,1.2,0.0,2023-12-22
0.8,7.5,2.8,4.8,0.0,2023-12-23
3.6,0.0,4.5,5.3,0.0,2023-12-24
3.5,0.0,5.3,7.0,0.0,2023-12-25
5.6,0.9,6.7,7.8,1.0,2023-12-26
7.2,16.4,7.8,8.4,0.0,2023-12-27
6.1,3.3,7.0,7.9,0.0,2023-12-28
2.6,4.5,4.9,7.1,0.0,2023-12-29
-0.3,0.0,1.2,2.7,0.0,2023-12-30
-1.0,2.3,0.3,1.6,0.0,2023-12-31
-3.1,0.1,-1.9,-0.7,2.0,2024-01-01
-1.5,0.0,0.0,1.5,0.0,2024-02-01
0.6,0.0,1.9,3.1,0.0,2024-03-01
-6.0,0.0,-2.1,1.8,0.0,2024-04-01
-2.1,0.0,-0.9,0.4,0.0,2024-05-01
-3.5,5.0,-0.7,2.1,0.0,2024-06-01
-4.2,0.1,-1.7,0.7,5.0,2024-07-01
0.6,0.0,2.2,3.7,4.0,2024-08-01
0.6,31.2,3.8,7.0,1.0,2024-09-01
0.7,0.0,3.7,6.7,0.0,2024-10-01
0.6,3.3,1.7,2.8,0.0,2024-11-01
-0.1,11.8,1.9,3.9,0.0,2024-12-01
-2.9,3.3,1.9,6.8,1.0,2024-01-13
-11.2,0.1,-6.8,-2.5,0.0,2024-01-14
-12.5,0.0,-9.8,-7.1,1.0,2024-01-15
-10.9,0.9,-8.6,-6.3,1.0,2024-01-16
-14.2,0.0,-10.8,-7.4,1.0,2024-01-17
-7.6,0.0,-5.2,-2.8,2.0,2024-01-18
-13.8,0.0,-9.4,-4.9,1.0,2024-01-19
-14.1,0.0,-10.5,-7.0,2.0,2024-01-20
-10.7,0.0,-6.0,-1.4,2.0,2024-01-21
-5.8,0.7,-3.0,-0.2,2.0,2024-01-22
-0.3,8.1,1.1,2.4,2.0,2024-01-23
0.9,7.2,1.9,3.0,2.0,2024-01-24
2.0,0.0,3.0,4.1,0.0,2024-01-25
2.1,17.6,4.1,6.1,0.0,2024-01-26
1.6,0.0,2.8,4.0,0.0,2024-01-27
1.7,0.2,2.7,3.7,0.0,2024-01-28
0.1,0.0,1.8,3.6,0.0,2024-01-29
0.7,0.0,2.0,3.2,0.0,2024-01-30
2.4,0.0,4.0,5.6,0.0,2024-01-31
3.0,0.0,4.1,5.2,0.0,2024-01-02
-1.4,0.0,1.7,4.8,0.0,2024-02-02
-2.7,0.0,0.2,3.0,0.0,2024-03-02
-4.0,0.0,0.5,5.1,0.0,2024-04-02
-0.5,0.0,1.3,3.1,0.0,2024-05-02
-1.2,0.0,1.4,4.0,0.0,2024-06-02
0.7,0.0,2.5,4.3,0.0,2024-07-02
1.3,0.0,5.0,8.6,0.0,2024-08-02
6.5,0.8,11.0,15.4,0.0,2024-09-02
3.8,0.0,7.6,11.4,0.0,2024-10-02
1.9,0.0,2.9,3.9,0.0,2024-11-02
-0.3,0.0,1.8,3.9,0.0,2024-12-02
-5.3,0.1,-0.2,4.9,0.0,2024-02-13
-6.9,0.0,-3.4,0.2,0.0,2024-02-14
-3.7,6.4,-1.2,1.2,0.0,2024-02-15
-3.5,0.0,-1.4,0.6,8.0,2024-02-16
-6.9,0.1,-4.7,-2.4,5.0,2024-02-17
-5.6,0.1,-2.4,0.9,4.0,2024-02-18
-9.0,0.0,-5.1,-1.1,3.0,2024-02-19
-4.5,0.0,-0.4,3.7,3.0,2024-02-20
0.9,0.0,5.3,9.7,0.0,2024-02-21
4.5,0.0,7.6,10.7,0.0,2024-02-22
-7.2,0.0,1.9,11.0,0.0,2024-02-23
-11.9,0.0,-7.8,-3.8,0.0,2024-02-24
-4.4,0.0,0.8,5.9,0.0,2024-02-25
1.6,0.0,5.2,8.9,0.0,2024-02-26
3.4,17.9,8.2,13.0,0.0,2024-02-27
-4.6,7.3,5.3,15.2,0.0,2024-02-28
-5.9,0.0,-3.5,-1.1,0.0,2024-02-29
-2.9,0.0,2.8,8.5,0.0,2024-01-03
5.3,0.3,6.1,7.0,0.0,2024-02-03
5.3,0.0,6.4,7.6,0.0,2024-03-03
5.1,0.0,9.6,14.2,0.0,2024-04-03
7.8,1.2,12.0,16.2,0.0,2024-05-03
4.1,0.1,6.6,9.1,0.0,2024-06-03
2.6,0.0,6.4,10.2,0.0,2024-07-03
3.8,0.7,6.1,8.4,0.0,2024-08-03
4.4,13.8,6.5,8.6,0.0,2024-09-03
-1.2,0.1,1.7,4.7,0.0,2024-10-03
-0.8,0.0,3.8,8.4,0.0,2024-11-03
2.6,0.0,8.3,14.0,0.0,2024-12-03
5.9,0.0,13.5,21.1,0.0,2024-03-13
6.4,17.1,8.5,10.6,0.0,2024-03-14
2.2,0.0,7.0,11.8,0.0,2024-03-15
1.3,1.8,5.2,9.2,0.0,2024-03-16
-0.2,0.0,3.6,7.3,0.0,2024-03-17
-1.3,0.2,0.9,3.1,0.0,2024-03-18
-0.9,2.0,0.6,2.1,0.0,2024-03-19
-4.3,0.9,-0.9,2.5,0.0,2024-03-20
-5.6,0.0,-2.8,0.1,0.0,2024-03-21
-5.6,9.9,-3.9,-2.2,0.0,2024-03-22
-6.6,0.1,-1.9,2.9,10.0,2024-03-23
-5.4,0.0,-2.4,0.5,2.0,2024-03-24
0.2,0.0,4.0,7.7,0.0,2024-03-25
6.2,4.7,7.6,9.0,0.0,2024-03-26
3.6,0.4,7.2,10.7,0.0,2024-03-27
1.7,0.0,5.3,8.8,0.0,2024-03-28
0.5,0.0,4.4,8.3,0.0,2024-03-29
-0.9,0.0,3.3,7.5,0.0,2024-03-30
2.0,0.0,5.3,8.6,0.0,2024-03-31
