date,total_taken_units,total_free_units,total_capacity_units,avg_min_temperature,avg_total_precipitation,avg_mean_temperature,avg_max_temperature,avg_snow_on_ground
2022-08-16,4077.0,10.0,4087.0,19.3,0.0,23.5,27.8,0.0
2022-08-17,4080.0,15.0,4095.0,18.6,0.0,23.1,27.7,0.0
2022-08-18,4086.0,17.0,4103.0,18.5,0.0,24.0,29.6,0.0
2022-08-19,4087.0,15.0,4102.0,17.9,0.4,23.2,28.5,0.0
2022-08-20,4088.0,18.0,4106.0,19.5,0.8,24.8,30.0,0.0
2022-08-21,4085.0,21.0,4106.0,19.5,10.4,22.8,26.2,0.0
2022-08-22,4084.0,23.0,4107.0,19.6,28.7,22.2,24.7,0.0
2022-08-23,4095.0,18.0,4113.0,19.4,0.0,24.3,29.1,0.0
2022-08-24,4104.0,15.0,4119.0,17.4,0.0,23.1,28.7,0.0
2022-08-25,4091.0,10.0,4101.0,19.1,2.7,21.7,24.400000000000002,0.0
2022-08-26,4089.0,17.0,4106.0,16.9,0.0,22.0,27.0,0.0
2022-08-27,4095.0,8.0,4103.0,14.0,0.0,18.6,23.1,0.0
2022-08-28,4092.0,13.0,4105.0,17.8,0.0,22.9,28.099999999999998,0.0
2022-08-29,4096.0,18.0,4114.0,21.3,0.0,25.400000000000002,29.599999999999998,0.0
2022-08-30,4104.0,19.0,4123.0,18.5,3.1999999999999997,22.1,25.7,0.0
2022-08-31,4106.0,16.0,4122.0,16.2,0.0,21.7,27.3,0.0
2022-09-01,4087.0,16.0,4103.0,12.5,0.0,17.3,22.1,0.0
2022-09-02,4096.0,18.0,4114.0,16.4,0.0,21.8,27.3,0.0
2022-09-03,4098.0,16.0,4114.0,19.0,0.19999999999999998,23.900000000000002,28.8,0.0
2022-09-04,4091.0,17.0,4108.0,16.2,0.09999999999999999,19.1,22.0,0.0
2022-09-05,4094.0,15.0,4109.0,16.3,0.0,18.6,20.9,0.0
2022-09-06,4103.0,15.0,4118.0,15.200000000000001,0.0,19.3,23.4,0.0
2022-09-07,4113.0,20.0,4133.0,17.0,0.0,20.5,24.099999999999998,0.0
2022-09-08,4118.0,16.0,4134.0,16.3,0.0,21.1,25.8,0.0
2022-09-09,4135.0,14.0,4149.0,16.5,0.0,21.9,27.2,0.0
2022-09-10,4133.0,15.0,4148.0,19.7,0.0,23.1,26.5,0.0
2022-09-11,4130.0,16.0,4146.0,20.4,0.0,21.9,23.4,0.0
2022-09-12,4125.0,17.0,4142.0,17.9,5.3,20.9,23.8,0.0
2022-09-13,4118.0,28.0,4146.0,13.799999999999999,0.39999999999999997,17.4,21.0,0.0
2022-09-14,4134.0,19.0,4153.0,12.299999999999999,0.0,18.8,25.2,0.0
2022-09-15,4145.0,22.0,4167.0,10.3,0.0,14.4,18.4,0.0
2022-09-16,4153.0,14.0,4167.0,12.6,0.0,17.6,22.6,0.0
2022-09-17,4155.0,15.0,4170.0,17.4,0.0,20.4,23.5,0.0
2022-09-18,4158.0,10.0,4168.0,19.8,3.5,23.5,27.099999999999998,0.0
2022-09-19,4150.0,11.0,4161.0,16.6,4.2,21.9,27.2,0.0
2022-09-20,4151.0,16.0,4167.0,15.9,0.0,21.0,26.099999999999998,0.0
2022-09-21,4160.0,23.0,4183.0,16.8,0.0,22.0,27.3,0.0
2022-09-22,4171.0,12.0,4183.0,8.9,0.0,13.700000000000001,18.4,0.0
2022-09-23,4174.0,18.0,4192.0,6.7,0.0,11.5,16.2,0.0
2022-09-24,4178.0,14.0,4192.0,7.8999999999999995,0.0,12.799999999999999,17.6,0.0
2022-09-25,4172.0,18.0,4190.0,13.299999999999999,39.2,15.6,17.9,0.0
2022-09-26,4185.0,10.0,4195.0,11.3,3.9,14.4,17.6,0.0
2022-09-27,4191.0,10.0,4201.0,12.200000000000001,4.0,14.700000000000001,17.3,0.0
2022-09-28,4197.0,15.0,4212.0,10.1,0.0,12.1,14.1,0.0
2022-09-29,4189.0,16.0,4205.0,8.9,0.0,11.8,14.700000000000001,0.0
2022-09-30,4198.0,11.0,4209.0,8.0,0.0,12.6,17.3,0.0
2022-10-01,4186.0,13.0,4199.0,10.3,0.0,14.8,19.3,0.0
2022-10-02,4176.0,17.0,4193.0,7.6,0.0,11.8,15.9,0.0
2022-10-03,4157.0,19.0,4176.0,6.7,0.0,10.6,14.5,0.0
2022-10-04,4170.0,20.0,4190.0,7.1000000000000005,0.0,12.799999999999999,18.4,0.0
2022-10-05,4166.0,21.0,4187.0,10.2,0.0,15.4,20.7,0.0
2022-10-06,4172.0,21.0,4193.0,13.799999999999999,0.19999999999999998,17.6,21.4,0.0
2022-10-07,4183.0,15.0,4198.0,4.4,0.3,9.8,15.1,0.0
2022-10-08,4178.0,15.0,4193.0,3.6,0.0,7.5,11.3,0.0
2022-10-09,4171.0,15.0,4186.0,7.7,0.0,11.4,15.200000000000001,0.0
2022-10-10,4168.0,14.0,4182.0,7.7,0.0,10.9,14.1,0.0
2022-10-11,4168.0,19.0,4187.0,6.8,0.0,14.1,21.4,0.0
2022-10-12,4159.0,23.0,4182.0,14.5,3.4,17.0,19.5,0.0
2022-10-13,4163.0,20.0,4183.0,7.7,11.0,11.6,15.5,0.0
2022-10-14,4180.0,20.0,4200.0,7.4,0.5,10.5,13.6,0.0
2022-10-15,4173.0,16.0,4189.0,7.3,1.5,10.8,14.4,0.0
2022-10-16,4181.0,19.0,4200.0,6.2,0.0,10.5,14.8,0.0
2022-10-17,4177.0,25.0,4202.0,5.5,0.6,8.0,10.6,0.0
2022-10-18,4185.0,17.0,4202.0,2.2,2.0,5.7,9.2,0.0
2022-10-19,4183.0,20.0,4203.0,4.4,1.0,6.7,9.0,0.0
2022-10-20,4180.0,17.0,4197.0,2.2,0.0,4.9,7.6,0.0
2022-10-21,4171.0,28.0,4199.0,2.0,0.0,8.9,15.799999999999999,0.0
2022-10-22,4182.0,21.0,4203.0,10.1,0.0,14.700000000000001,19.3,0.0
2022-10-23,4181.0,24.0,4205.0,9.6,0.0,13.9,18.2,0.0
2022-10-24,4177.0,14.0,4191.0,8.7,0.0,13.799999999999999,19.0,0.0
2022-10-25,4170.0,18.0,4188.0,10.7,0.0,14.5,18.3,0.0
2022-10-26,4170.0,17.0,4187.0,7.6000000000000005,7.8999999999999995,11.7,15.9,0.0
2022-10-27,4161.0,19.0,4180.0,7.6000000000000005,7.8999999999999995,11.7,15.9,0.0
2022-10-28,4163.0,19.0,4182.0,4.1,0.0,7.1000000000000005,10.2,0.0
2022-10-29,4172.0,15.0,4187.0,4.3,0.0,9.7,15.1,0.0
2022-10-30,4169.0,19.0,4188.0,5.5,0.0,10.2,14.9,0.0
2022-10-31,4170.0,26.0,4196.0,8.2,3.6,10.2,12.1,0.0
2022-11-01,4159.0,22.0,4181.0,9.5,4.9,14.5,19.4,0.0
2022-11-02,4135.0,15.0,4150.0,7.6000000000000005,0.0,10.7,13.9,0.0
2022-11-03,4121.0,22.0,4143.0,7.3,0.0,9.3,11.3,0.0
2022-11-04,4115.0,15.0,4130.0,8.3,0.0,13.700000000000001,19.0,0.0
2022-11-05,4108.0,18.0,4126.0,14.4,2.2,18.8,23.1,0.0
2022-11-06,4101.0,20.0,4121.0,11.7,0.0,14.700000000000001,17.8,0.0
2022-11-07,4099.0,25.0,4124.0,4.8,0.0,9.3,13.700000000000001,0.0
2022-11-08,4100.0,19.0,4119.0,4.2,0.0,7.1000000000000005,10.1,0.0
2022-11-09,4099.0,20.0,4119.0,5.3,0.0,8.9,12.6,0.0
2022-11-10,4094.0,17.0,4111.0,9.0,0.0,13.5,18.0,0.0
2022-11-11,4081.0,21.0,4102.0,12.0,8.3,13.5,15.1,1.0
2022-11-12,4076.0,18.0,4094.0,3.8000000000000003,0.6,7.8999999999999995,12.0,0.0
2022-11-13,4062.0,23.0,4085.0,-0.5,0.0,2.0,4.5,0.0
2022-11-14,4083.0,18.0,4101.0,-0.5,0.0,1.8,4.2,0.0
2022-11-15,4087.0,23.0,4110.0,-1.1,17.6,0.6,2.3,0.0
2022-11-16,4111.0,17.0,4128.0,-1.1,9.1,0.3,1.7,9.0
2022-11-17,4115.0,19.0,4134.0,-1.7,0.1,0.1,1.9,8.0
2022-11-18,4148.0,18.0,4166.0,-1.4,0.0,0.6,2.6,8.0
2022-11-19,4152.0,12.0,4164.0,-3.9,0.1,-2.0,-0.2,7.0
2022-11-20,4169.0,12.0,4181.0,-5.5,0.2,-3.8,-2.0,7.0
2022-11-21,4178.0,16.0,4194.0,-5.2,0.0,1.1,7.299999999999999,7.0
2022-11-22,4190.0,26.0,4216.0,0.0,0.0,2.7,5.4,4.0
2022-11-23,4192.0,38.0,4230.0,-0.2,0.0,3.6000000000000005,7.4,3.0
2022-11-24,4217.0,31.0,4248.0,1.2,0.0,4.7,8.2,3.0
2022-11-25,4228.0,33.0,4261.0,4.0,0.9000000000000001,6.0,8.1,0.0
2022-11-26,4226.0,32.0,4258.0,2.0,0.0,6.6,11.2,0.0
2022-11-27,4224.0,28.0,4252.0,3.3999999999999995,3.8,5.4,7.4,0.0
2022-11-28,4239.0,21.0,4260.0,1.1,0.0,2.7,4.3,0.0
2022-11-29,4278.0,34.0,4312.0,1.5,0.0,4.2,6.9,0.0
2022-11-30,4308.0,26.0,4334.0,-1.5,22.2,3.6,8.7,0.0
2022-12-01,4266.0,42.0,4308.0,-1.9,0.0,-0.1,1.6,0.0
2022-12-02,4288.0,54.0,4342.0,-1.4,3.0,4.0,9.4,0.0
2022-12-03,4302.0,40.0,4342.0,0.9,5.4,5.4,9.9,0.0
2022-12-04,4307.0,40.0,4347.0,-1.8,0.0,0.3,2.3,0.0
2022-12-05,4302.0,49.0,4351.0,0.8,0.0,4.2,7.6,0.0
2022-12-06,4334.0,54.0,4388.0,5.2,0.0,6.299999999999999,7.4,0.0
2022-12-07,4359.0,49.0,4408.0,5.799999999999999,0.0,7.1,8.5,0.0
2022-12-08,4384.0,44.0,4428.0,-0.8,0.0,2.8,6.299999999999999,0.0
2022-12-09,4385.0,56.0,4441.0,-1.6999999999999997,0.1,-0.2,1.2,0.0
2022-12-10,4395.0,49.0,4444.0,-4.4,0.0,-2.4,-0.4,0.0
2022-12-11,4398.0,46.0,4444.0,-1.8000000000000003,4.4,-1.1,-0.4,0.0
2022-12-12,4398.0,51.0,4449.0,-5.2,0.0,-3.2,-1.1,3.0
2022-12-13,4403.0,43.0,4446.0,-6.2,0.0,-2.6,1.0,3.0
2022-12-14,4424.0,38.0,4462.0,-5.2,0.0,-2.3,0.6,3.0
2022-12-15,4469.0,41.0,4510.0,-0.6,39.8,1.0,2.5,3.0
2022-12-16,4444.0,35.0,4479.0,0.2,9.1,2.6,5.0,2.0
2022-12-17,4444.0,33.0,4477.0,-1.0,0.0,0.3,1.7,0.0
2022-12-18,4441.0,35.0,4476.0,-1.6,0.0,-0.2,1.2,0.0
2022-12-19,4454.0,37.0,4491.0,-1.2,0.0,0.39999999999999997,1.9000000000000001,0.0
2022-12-20,4463.0,34.0,4497.0,-1.0,0.0,0.0,1.0,0.0
2022-12-21,4478.0,33.0,4511.0,-2.7,0.0,-0.7,1.3,0.0
2022-12-22,4517.0,99.0,4616.0,-0.5,13.4,2.2,4.8,0.0
2022-12-23,4577.0,70.0,4647.0,-13.6,20.6,-4.7,4.3,0.0
2022-12-24,4609.0,49.0,4658.0,-14.0,0.0,-11.1,-8.1,1.0
2022-12-25,4621.0,40.0,4661.0,-8.6,0.0,-6.2,-3.9,1.0
2022-12-26,4615.0,46.0,4661.0,-8.1,0.0,-6.2,-4.4,0.0
2022-12-27,4615.0,47.0,4662.0,-5.7,0.0,-2.8,0.0,0.0
2022-12-28,4577.0,35.0,4612.0,-0.19999999999999998,0.0,2.3,4.9,0.0
2022-12-29,4554.0,45.0,4599.0,4.0,0.0,6.9,9.8,0.0
2022-12-30,4587.0,26.0,4613.0,9.2,9.6,10.4,11.6,0.0
2022-12-31,4599.0,18.0,4617.0,4.1,22.5,7.4,10.7,0.0
2023-01-01,4596.0,17.0,4613.0,2.7,1.5,3.9,5.0,0.0
2023-01-02,4584.0,21.0,4605.0,3.5,0.0,4.6,5.6,0.0
2023-01-03,4587.0,32.0,4619.0,2.8,3.3,3.6,4.4,0.0
2023-01-04,4598.0,20.0,4618.0,2.5,21.1,3.5,4.4,0.0
2023-01-05,4596.0,23.0,4619.0,3.2,0.2,4.0,4.8,0.0
2023-01-06,4605.0,24.0,4629.0,2.9,0.0,4.0,5.1,0.0
2023-01-07,4608.0,23.0,4631.0,-4.1,0.0,-0.5,3.2,0.0
2023-01-08,4614.0,20.0,4634.0,-4.8,0.0,-3.1,-1.5,0.0
2023-01-09,4607.0,31.0,4638.0,-1.7,0.1,0.3,2.2,0.0
2023-01-10,4610.0,27.0,4637.0,-1.8,0.0,-0.1,1.7,0.0
2023-01-11,4631.0,21.0,4652.0,-4.8,0.1,-1.5,1.9,0.0
2023-01-12,4633.0,22.0,4655.0,-0.1,6.0,2.4,4.9,0.0
2023-01-13,4703.0,52.0,4755.0,-8.8,2.5,-4.5,-0.1,4.0
2023-01-14,4721.0,41.0,4762.0,-9.4,0.0,-6.3,-3.2,2.0
2023-01-15,4739.0,26.0,4765.0,-8.4,0.0,-4.7,-1.0,2.0
2023-01-16,4688.0,27.0,4715.0,-5.1,0.09999999999999999,-1.7,1.8,2.0
2023-01-17,4658.0,33.0,4691.0,1.7,4.0,3.5,5.3,0.0
2023-01-18,4667.0,30.0,4697.0,2.8,1.3,4.5,6.2,0.0
2023-01-19,4675.0,30.0,4705.0,1.5999999999999999,4.8,2.7,3.8000000000000003,0.0
2023-01-20,4675.0,36.0,4711.0,-0.7999999999999999,1.7,1.5,3.8000000000000003,0.0
2023-01-21,4676.0,32.0,4708.0,-1.0,0.0,0.09999999999999999,1.1,0.0
2023-01-22,4674.0,36.0,4710.0,-1.5999999999999999,2.8,0.19999999999999998,2.1,0.0
2023-01-23,4683.0,35.0,4718.0,-2.0,0.0,0.39999999999999997,2.7,3.0
2023-01-24,4690.0,34.0,4724.0,-0.7,0.0,1.2,3.1999999999999997,0.0
2023-01-25,4744.0,80.0,4824.0,-0.4,19.2,1.1,2.6,0.0
2023-01-26,4784.0,42.0,4826.0,-3.5,1.9,-0.5,2.5,8.0
2023-01-27,4782.0,34.0,4816.0,-1.4,0.1,-0.1,1.2,8.0
2023-01-28,4786.0,32.0,4818.0,-1.3,0.2,0.7,2.7,8.0
2023-01-29,4788.0,28.0,4816.0,-5.6,4.9,-2.2,1.3,8.0
2023-01-30,4792.0,31.0,4823.0,-7.1,0.0,-4.1,-1.1,9.0
2023-01-31,4793.0,31.0,4824.0,-9.7,0.0,-6.8,-3.8,8.0
2023-02-01,4802.0,34.0,4836.0,-10.6,0.0,-7.1,-3.7,8.0
2023-02-02,4819.0,35.0,4854.0,-9.3,0.0,-3.2,2.9,7.0
2023-02-03,4819.0,37.0,4856.0,-20.5,0.0,-14.9,-9.3,7.0
2023-02-04,4820.0,36.0,4856.0,-20.0,0.4,-10.1,-0.2,8.0
2023-02-05,4825.0,35.0,4860.0,-0.3,0.0,2.6,5.5,9.0
2023-02-06,4774.0,44.0,4818.0,-2.4,0.0,0.5,3.3,6.0
2023-02-07,4766.0,37.0,4803.0,-0.1,0.0,4.4,8.9,5.0
2023-02-08,4728.0,37.0,4765.0,2.3,0.0,5.0,7.7,1.0
2023-02-09,4711.0,33.0,4744.0,2.0,28.099999999999998,4.5,7.0,0.0
2023-02-10,4717.0,31.0,4748.0,-2.3,0.0,1.9,6.1,0.0
2023-02-11,4729.0,23.0,4752.0,-3.8,0.0,-0.8,2.1,0.0
2023-02-12,4725.0,26.0,4751.0,0.1,0.0,3.6,7.1,0.0
2023-02-13,4722.0,27.0,4749.0,-0.6,0.0,4.6,9.8,0.0
2023-02-14,4721.0,31.0,4752.0,-0.4,0.0,4.0,8.5,0.0
2023-02-15,4721.0,37.0,4758.0,6.2,0.2,10.7,15.3,0.0
2023-02-16,4768.0,85.0,4853.0,-0.2,4.7,3.2,6.6,0.0
2023-02-17,4833.0,64.0,4897.0,-7.9,5.7,-3.5,1.0,0.0
2023-02-18,4832.0,60.0,4892.0,-6.9,0.0,-2.0,2.8,0.0
2023-02-19,4823.0,67.0,4890.0,2.0,0.0,5.4,8.8,0.0
2023-02-20,4778.0,37.0,4815.0,-0.9,0.0,2.9,6.6000000000000005,0.0
2023-02-21,4795.0,33.0,4828.0,-1.0,0.19999999999999998,3.1,7.1000000000000005,0.0
2023-02-22,4846.0,65.0,4911.0,-6.7,17.7,-3.5,-0.3,0.0
2023-02-23,4878.0,32.0,4910.0,-7.1,1.0,-4.1,-1.0,12.0
2023-02-24,4880.0,35.0,4915.0,-9.5,0.0,-5.9,-2.2,11.0
2023-02-25,4884.0,30.0,4914.0,-8.2,0.9,-4.5,-0.9,11.0
2023-02-26,4882.0,32.0,4914.0,-3.1,0.0,0.6,4.2,11.0
2023-02-27,4888.0,31.0,4919.0,-5.4,7.2,-2.3,0.8,7.0
2023-02-28,4866.0,31.0,4897.0,-0.1,2.8,1.3,2.6,10.0
2023-03-01,4799.0,23.0,4822.0,-0.1,0.0,1.6,3.2,8.0
2023-03-02,4784.0,32.0,4816.0,-0.5,0.0,2.2,4.9,8.0
2023-03-03,4780.0,45.0,4825.0,-1.6,21.7,-0.3,1.1,6.0
2023-03-04,4775.0,32.0,4807.0,-0.9,11.1,2.5,5.8,21.0
2023-03-05,4772.0,28.0,4800.0,-0.09999999999999999,0.39999999999999997,3.3000000000000003,6.8,15.0
2023-03-06,4773.0,24.0,4797.0,-0.7999999999999999,0.0,1.3,3.4,12.0
2023-03-07,4784.0,20.0,4804.0,-1.9000000000000001,0.0,0.0,1.9000000000000001,11.0
2023-03-08,4764.0,38.0,4802.0,-2.3,0.0,0.3,3.0,10.0
2023-03-09,4784.0,21.0,4805.0,-2.5,0.0,1.1,4.6,9.0
2023-03-10,4786.0,64.0,4850.0,-2.3,9.0,-0.8,0.7,8.0
2023-03-11,4780.0,28.0,4808.0,-3.5,0.3,-1.5,0.6,17.0
2023-03-12,4781.0,29.0,4810.0,-3.4,2.5,-1.3,0.7,14.0
2023-03-13,4784.0,28.0,4812.0,-2.3,0.5,-0.09999999999999999,2.0,18.0
2023-03-14,4797.0,24.0,4821.0,-4.5,0.0,-2.9,-1.3,14.0
2023-03-15,4786.0,22.0,4808.0,-4.6,0.0,0.7,6.0,13.0
2023-03-16,4780.0,18.0,4798.0,1.2,1.8,5.6,10.0,9.0
2023-03-17,4773.0,16.0,4789.0,1.2,6.5,4.4,7.6000000000000005,5.0
2023-03-18,4765.0,21.0,4786.0,-5.8999999999999995,0.39999999999999997,-1.9000000000000001,2.2,1.0
2023-03-19,4759.0,21.0,4780.0,-6.7,0.0,-2.8,1.2,0.0
2023-03-20,4749.0,24.0,4773.0,-1.5,0.0,2.9,7.2,0.0
2023-03-21,4738.0,23.0,4761.0,4.2,0.0,7.0,9.8,0.0
2023-03-22,4724.0,30.0,4754.0,1.8,0.0,4.8,7.8999999999999995,0.0
2023-03-23,4723.0,25.0,4748.0,0.3,9.5,4.6,8.9,0.0
2023-03-24,4697.0,26.0,4723.0,0.09999999999999999,0.0,3.0,5.8999999999999995,0.0
2023-03-25,4696.0,23.0,4719.0,1.8,23.8,5.7,9.6,0.0
2023-03-26,4699.0,21.0,4720.0,2.8,0.0,6.8,10.8,0.0
2023-03-27,4693.0,22.0,4715.0,2.8,1.0,4.6,6.4,0.0
2023-03-28,4698.0,31.0,4729.0,2.1,0.0,4.7,7.2,0.0
2023-03-29,4703.0,71.0,4774.0,-3.5,2.1,3.0,9.6,0.0
2023-03-30,4737.0,42.0,4779.0,-4.2,0.0,-0.39999999999999997,3.4,0.0
2023-03-31,4728.0,43.0,4771.0,1.2,10.0,3.0,4.8,0.0
2023-04-01,4719.0,42.0,4761.0,-1.3,16.9,7.3999999999999995,16.1,0.0
2023-04-02,4700.0,57.0,4757.0,-3.6999999999999997,0.0,-0.39999999999999997,2.9,0.0
2023-04-03,4681.0,43.0,4724.0,2.3,0.0,8.2,14.099999999999998,0.0
2023-04-04,4690.0,38.0,4728.0,5.6,1.5,7.9,10.3,0.0
2023-04-05,4698.0,21.0,4719.0,3.1000000000000005,26.0,7.6,12.099999999999998,0.0
2023-04-06,4698.0,30.0,4728.0,5.8,0.0,9.3,12.9,0.0
2023-04-07,4703.0,30.0,4733.0,-0.6,0.0,3.5,7.7,0.0
2023-04-08,4704.0,27.0,4731.0,-1.6,0.0,2.3,6.1,0.0
2023-04-09,4706.0,26.0,4732.0,1.6,0.0,5.8,10.1,0.0
2023-04-10,4702.0,29.0,4731.0,3.9,0.0,10.9,17.8,0.0
2023-04-11,4704.0,24.0,4728.0,8.2,0.0,16.3,24.4,0.0
2023-04-12,4693.0,22.0,4715.0,13.0,0.0,20.2,27.4,0.0
2023-04-13,4683.0,27.0,4710.0,14.7,0.0,20.8,26.8,0.0
2023-04-14,4681.0,26.0,4707.0,14.0,0.0,20.5,27.0,0.0
2023-04-15,4664.0,29.0,4693.0,14.6,0.0,19.2,23.9,0.0
2023-04-16,4650.0,25.0,4675.0,9.2,6.0,16.1,23.0,0.0
2023-04-17,4646.0,33.0,4679.0,3.7,0.6,6.9,10.1,0.0
2023-04-18,4647.0,24.0,4671.0,2.3,0.0,4.3,6.299999999999999,0.0
2023-04-19,4638.0,29.0,4667.0,1.5,0.0,5.3,9.1,0.0
2023-04-20,4633.0,23.0,4656.0,3.8999999999999995,0.7,7.1,10.2,0.0
2023-04-21,4619.0,31.0,4650.0,7.2,2.2,14.1,20.9,0.0
2023-04-22,4622.0,27.0,4649.0,7.5,16.9,9.7,11.8,0.0
2023-04-23,4620.0,30.0,4650.0,5.7,0.0,7.3,8.9,0.0
2023-04-24,4620.0,33.0,4653.0,4.1,2.2,6.1,8.2,0.0
2023-04-25,4625.0,29.0,4654.0,3.8,0.0,7.4,11.0,0.0
2023-04-26,4630.0,25.0,4655.0,2.4,0.0,5.8,9.1,0.0
2023-04-27,4628.0,29.0,4657.0,3.7,0.0,8.1,12.4,0.0
2023-04-28,4632.0,24.0,4656.0,7.3,13.5,9.6,11.8,0.0
2023-04-29,4629.0,19.0,4648.0,6.1,6.8,8.2,10.3,0.0
2023-04-30,4624.0,17.0,4641.0,7.4,12.2,9.2,11.0,0.0
2023-05-01,4618.0,17.0,4635.0,6.0,1.3,8.4,10.7,0.0
2023-05-02,4616.0,16.0,4632.0,3.2,5.8,5.7,8.2,0.0
2023-05-03,4617.0,11.0,4628.0,3.3,5.1,6.7,10.0,0.0
2023-05-04,4618.0,10.0,4628.0,7.2,0.0,10.2,13.2,0.0
2023-05-05,4613.0,14.0,4627.0,8.5,0.1,11.5,14.5,0.0
2023-05-06,4613.0,9.0,4622.0,7.2,0.0,12.9,18.6,0.0
2023-05-07,4625.0,14.0,4639.0,10.5,11.1,13.6,16.7,0.0
2023-05-08,4629.0,13.0,4642.0,8.6,0.0,14.4,20.2,0.0
2023-05-09,4620.0,21.0,4641.0,9.6,0.0,12.6,15.6,0.0
2023-05-10,4609.0,24.0,4633.0,7.2,0.0,13.6,19.9,0.0
2023-05-11,4611.0,20.0,4631.0,11.5,0.0,19.1,26.7,0.0
2023-05-12,4594.0,30.0,4624.0,15.0,0.0,21.2,27.5,0.0
2023-05-13,4595.0,26.0,4621.0,13.6,0.0,18.4,23.1,0.0
2023-05-14,4594.0,30.0,4624.0,10.5,0.0,13.2,15.9,0.0
2023-05-15,4601.0,28.0,4629.0,9.2,0.0,16.5,23.9,0.0
2023-05-16,4609.0,23.0,4632.0,6.6,0.0,15.8,25.0,0.0
2023-05-17,4602.0,28.0,4630.0,2.8,0.0,6.5,10.2,0.0
2023-05-18,4612.0,23.0,4635.0,4.0,0.0,9.0,13.9,0.0
2023-05-19,4623.0,24.0,4647.0,8.4,9.0,14.9,21.5,0.0
2023-05-20,4627.0,26.0,4653.0,11.9,15.5,14.6,17.4,0.0
2023-05-21,4624.0,23.0,4647.0,10.7,0.0,17.5,24.3,0.0
2023-05-22,4625.0,24.0,4649.0,11.4,0.0,13.9,16.3,0.0
2023-05-23,4615.0,31.0,4646.0,10.0,0.0,14.8,19.5,0.0
2023-05-24,4612.0,25.0,4637.0,6.8,0.0,11.9,17.0,0.0
2023-05-25,4613.0,27.0,4640.0,5.2,0.0,10.3,15.4,0.0
2023-05-26,4622.0,21.0,4643.0,7.4,0.0,13.7,19.9,0.0
2023-05-27,4621.0,21.0,4642.0,12.4,0.0,17.8,23.2,0.0
2023-05-28,4617.0,22.0,4639.0,12.7,0.0,19.3,25.9,0.0
2023-05-29,4609.0,23.0,4632.0,17.3,0.0,20.7,24.2,0.0
2023-05-30,4610.0,28.0,4638.0,15.1,0.0,20.9,26.7,0.0
2023-05-31,4604.0,24.0,4628.0,16.9,0.0,23.5,30.2,0.0
2023-06-01,4615.0,31.0,4646.0,19.0,0.0,24.7,30.4,0.0
2023-06-02,4609.0,32.0,4641.0,19.6,9.4,26.2,32.8,0.0
2023-06-03,4605.0,30.0,4635.0,15.8,0.0,19.6,23.4,0.0
2023-06-04,4611.0,26.0,4637.0,13.1,0.0,16.7,20.3,0.0
2023-06-05,4610.0,32.0,4642.0,14.2,0.0,18.3,22.4,0.0
2023-06-06,4610.0,44.0,4654.0,15.0,0.0,19.3,23.7,0.0
2023-06-07,4626.0,33.0,4659.0,12.7,0.0,17.2,21.8,0.0
