date,total_taken_units,total_free_units,total_capacity_units,avg_min_temperature,avg_total_precipitation,avg_mean_temperature,avg_max_temperature,avg_snow_on_ground
2023-06-08,4633.0,33.0,4666.0,13.3,0.0,15.9,18.5,0.0
2023-06-09,4639.0,34.0,4673.0,12.1,2.4,16.6,21.1,0.0
2023-06-10,4645.0,17.0,4662.0,14.1,0.0,20.0,25.9,0.0
2023-06-11,4652.0,13.0,4665.0,15.6,7.0,19.1,22.6,0.0
2023-06-12,4646.0,23.0,4669.0,12.7,50.1,15.8,18.8,0.0
2023-06-13,4650.0,20.0,4670.0,11.7,3.3,15.7,19.8,0.0
2023-06-14,4648.0,17.0,4665.0,12.5,1.3,15.9,19.3,0.0
2023-06-15,4650.0,17.0,4667.0,11.8,2.7,16.0,20.1,0.0
2023-06-16,4651.0,17.0,4668.0,14.6,0.0,18.7,22.9,0.0
2023-06-17,4653.0,10.0,4663.0,13.8,0.0,19.6,25.4,0.0
2023-06-18,4647.0,17.0,4664.0,14.8,0.0,19.8,24.8,0.0
2023-06-19,4656.0,14.0,4670.0,16.1,0.0,20.3,24.4,0.0
2023-06-20,4654.0,19.0,4673.0,18.7,0.0,21.5,24.3,0.0
2023-06-21,4659.0,18.0,4677.0,18.9,0.0,22.5,26.2,0.0
2023-06-22,4666.0,11.0,4677.0,18.3,0.0,21.3,24.3,0.0
2023-06-23,4665.0,18.0,4683.0,19.3,4.6,21.3,23.3,0.0
2023-06-24,4666.0,12.0,4678.0,20.0,0.1,24.0,28.0,0.0
2023-06-25,4664.0,17.0,4681.0,19.7,8.8,23.9,28.2,0.0
2023-06-26,4662.0,20.0,4682.0,19.5,7.5,21.7,24.0,0.0
2023-06-27,4650.0,23.0,4673.0,16.3,5.8,19.6,23.0,0.0
2023-06-28,4653.0,20.0,4673.0,15.4,0.0,19.5,23.6,0.0
2023-06-29,4657.0,26.0,4683.0,13.7,0.0,19.9,26.0,0.0
2023-06-30,4654.0,28.0,4682.0,18.7,0.2,21.8,25.0,0.0
2023-07-01,4653.0,25.0,4678.0,19.4,0.4,24.0,28.7,0.0
2023-07-02,4653.0,25.0,4678.0,20.5,0.9,22.2,23.8,0.0
2023-07-03,4643.0,29.0,4672.0,19.6,2.2,22.4,25.1,0.0
2023-07-04,4643.0,26.0,4669.0,19.1,0.0,25.5,32.0,0.0
2023-07-05,4641.0,19.0,4660.0,22.4,0.0,26.9,31.3,0.0
2023-07-06,4645.0,13.0,4658.0,22.2,1.1,26.1,30.0,0.0
2023-07-07,4640.0,13.0,4653.0,18.1,0.0,23.2,28.3,0.0
2023-07-08,4637.0,13.0,4650.0,15.7,0.2,20.3,25.0,0.0
2023-07-09,4639.0,7.0,4646.0,16.9,0.0,21.4,25.9,0.0
2023-07-10,4635.0,16.0,4651.0,16.5,0.0,22.6,28.7,0.0
2023-07-11,4644.0,23.0,4667.0,18.6,1.8,24.4,30.3,0.0
2023-07-12,4642.0,19.0,4661.0,15.1,0.0,20.2,25.3,0.0
2023-07-13,4647.0,14.0,4661.0,16.9,34.1,20.9,25.0,0.0
2023-07-14,4652.0,18.0,4670.0,15.3,0.0,20.7,26.1,0.0
2023-07-15,4649.0,18.0,4667.0,19.8,8.8,22.1,24.4,0.0
2023-07-16,4645.0,20.0,4665.0,19.9,1.1,23.6,27.2,0.0
2023-07-17,4666.0,15.0,4681.0,19.2,0.0,23.199999999999996,27.1,0.0
2023-07-18,4688.0,12.0,4700.0,18.0,0.4,22.0,26.1,0.0
2023-07-19,4689.0,17.0,4706.0,16.6,0.0,20.8,25.1,0.0
2023-07-20,4699.0,12.0,4711.0,18.9,2.8999999999999995,22.9,26.800000000000004,0.0
2023-07-21,4696.0,13.0,4709.0,18.8,0.0,22.5,26.300000000000004,0.0
2023-07-22,4700.0,9.0,4709.0,17.2,0.0,23.1,29.0,0.0
2023-07-23,4698.0,11.0,4709.0,17.5,1.2,22.4,27.300000000000004,0.0
2023-07-24,4707.0,19.0,4726.0,18.4,7.299999999999999,22.4,26.4,0.0
2023-07-25,4701.0,25.0,4726.0,18.7,2.5,22.6,26.5,0.0
2023-07-26,4705.0,20.0,4725.0,20.6,6.200000000000001,24.699999999999996,28.800000000000004,0.0
2023-07-27,4705.0,15.0,4720.0,20.8,14.3,25.4,30.0,0.0
2023-07-28,4717.0,14.0,4731.0,20.4,0.0,25.199999999999996,30.0,0.0
2023-07-29,4716.0,12.0,4728.0,16.6,12.8,20.9,25.199999999999996,0.0
2023-07-30,4705.0,18.0,4723.0,14.8,0.0,19.5,24.300000000000004,0.0
2023-07-31,4708.0,19.0,4727.0,15.900000000000002,0.0,20.6,25.199999999999996,0.0
2023-08-01,4718.0,17.0,4735.0,15.400000000000002,0.0,19.7,24.0,0.0
2023-08-02,4707.0,19.0,4726.0,16.3,0.1,20.3,24.4,0.0
2023-08-03,4718.0,22.0,4740.0,18.5,5.8,23.5,28.5,0.0
2023-08-04,4728.0,17.0,4745.0,17.8,0.0,22.6,27.5,0.0
2023-08-05,4725.0,16.0,4741.0,18.4,0.0,21.3,24.2,0.0
2023-08-06,4729.0,15.0,4744.0,16.1,3.8,20.1,24.2,0.0
2023-08-07,4722.0,19.0,4741.0,19.2,5.9,22.2,25.2,0.0
2023-08-08,4716.0,26.0,4742.0,17.5,0.0,21.4,25.3,0.0
2023-08-09,4736.0,20.0,4756.0,16.6,0.0,22.8,28.9,0.0
2023-08-10,4733.0,18.0,4751.0,19.4,0.0,22.6,25.9,0.0
2023-08-11,4744.0,23.0,4767.0,16.0,0.0,20.7,25.3,0.0
2023-08-12,4743.0,24.0,4767.0,19.8,1.7,24.6,29.5,0.0
2023-08-13,4747.0,20.0,4767.0,17.5,0.0,21.7,26.0,0.0
2023-08-14,4750.0,17.0,4767.0,16.0,0.0,20.0,23.9,0.0
2023-08-15,4767.0,11.0,4778.0,18.6,2.8,20.9,23.2,0.0
2023-08-16,4772.0,12.0,4784.0,18.1,0.0,22.4,26.7,0.0
2023-08-17,4782.0,8.0,4790.0,17.8,6.1000000000000005,21.8,25.900000000000002,0.0
2023-08-18,4783.0,7.0,4790.0,14.799999999999999,0.0,17.8,20.8,0.0
2023-08-19,4780.0,7.0,4787.0,13.1,0.0,19.7,26.2,0.0
2023-08-20,4778.0,6.0,4784.0,15.9,0.0,21.9,27.900000000000002,0.0
2023-08-21,4783.0,6.0,4789.0,17.5,0.0,21.5,25.599999999999998,0.0
2023-08-22,4779.0,10.0,4789.0,15.299999999999999,0.0,19.9,24.400000000000002,0.0
2023-08-23,4779.0,15.0,4794.0,15.9,2.4,18.3,20.8,0.0
2023-08-24,4783.0,11.0,4794.0,18.8,14.299999999999999,20.5,22.2,0.0
2023-08-25,4785.0,12.0,4797.0,19.4,0.0,22.2,24.900000000000002,0.0
2023-08-26,4785.0,13.0,4798.0,15.799999999999999,0.6,20.0,24.2,0.0
2023-08-27,4784.0,12.0,4796.0,13.299999999999999,0.0,17.8,22.3,0.0
2023-08-28,4776.0,12.0,4788.0,15.0,0.0,19.0,22.9,0.0
2023-08-29,4783.0,12.0,4795.0,14.6,2.4,19.6,24.599999999999998,0.0
2023-08-30,4811.0,16.0,4827.0,12.700000000000001,0.0,17.0,21.2,0.0
2023-08-31,4828.0,10.0,4838.0,11.6,0.0,16.8,22.1,0.0
2023-09-01,4819.0,11.0,4830.0,13.5,0.0,18.8,24.099999999999998,0.0
2023-09-02,4822.0,7.0,4829.0,15.799999999999999,0.0,21.2,26.7,0.0
2023-09-03,4817.0,10.0,4827.0,17.8,0.0,23.2,28.599999999999998,0.0
2023-09-04,4809.0,12.0,4821.0,20.8,0.0,26.900000000000002,32.9,0.0
2023-09-05,4811.0,18.0,4829.0,21.3,0.0,26.400000000000002,31.400000000000002,0.0
2023-09-06,4823.0,20.0,4843.0,22.1,0.0,26.7,31.400000000000002,0.0
2023-09-07,4823.0,20.0,4843.0,18.1,5.4,22.9,27.8,0.0
2023-09-08,4835.0,14.0,4849.0,15.9,0.0,18.4,20.9,0.0
2023-09-09,4831.0,15.0,4846.0,16.5,0.0,18.7,20.8,0.0
2023-09-10,4832.0,16.0,4848.0,17.9,0.0,20.7,23.6,0.0
2023-09-11,4830.0,12.0,4842.0,16.7,0.0,20.5,24.3,0.0
2023-09-12,4825.0,24.0,4849.0,15.4,4.5,19.6,23.9,0.0
2023-09-13,4864.0,24.0,4888.0,12.4,0.0,15.9,19.4,0.0
2023-09-14,4884.0,24.0,4908.0,10.7,0.0,15.6,20.5,0.0
2023-09-15,4902.0,19.0,4921.0,11.1,0.0,16.1,21.0,0.0
2023-09-16,4896.0,22.0,4918.0,11.9,0.0,17.7,23.4,0.0
2023-09-17,4895.0,19.0,4914.0,15.0,0.9000000000000001,19.2,23.3,0.0
2023-09-18,4913.0,19.0,4932.0,13.4,0.0,18.0,22.6,0.0
2023-09-19,4913.0,25.0,4938.0,11.1,0.0,16.3,21.6,0.0
2023-09-20,4920.0,28.0,4948.0,9.5,0.0,14.5,19.5,0.0
2023-09-21,4951.0,28.0,4979.0,14.0,0.0,18.1,22.2,0.0
2023-09-22,4965.0,18.0,4983.0,14.6,0.0,18.4,22.1,0.0
2023-09-23,4962.0,18.0,4980.0,14.2,0.0,17.7,21.1,0.0
2023-09-24,4959.0,21.0,4980.0,14.2,0.0,17.8,21.4,0.0
2023-09-25,4968.0,25.0,4993.0,16.1,0.0,19.8,23.5,0.0
2023-09-26,4978.0,24.0,5002.0,16.4,0.0,18.3,20.2,0.0
2023-09-27,4992.0,26.0,5018.0,15.0,0.0,17.5,19.9,0.0
2023-09-28,4992.0,23.0,5015.0,15.1,0.9,17.0,18.8,0.0
2023-09-29,4998.0,20.0,5018.0,14.5,0.2,17.6,20.8,0.0
2023-09-30,4991.0,24.0,5015.0,15.0,0.0,19.1,23.3,0.0
2023-10-01,4983.0,24.0,5007.0,14.9,0.0,19.9,24.8,0.0
2023-10-02,4980.0,34.0,5014.0,16.9,0.0,21.1,25.199999999999996,0.0
2023-10-03,4981.0,27.0,5008.0,17.1,0.0,22.7,28.300000000000004,0.0
2023-10-04,4992.0,29.0,5021.0,17.9,0.0,22.6,27.199999999999996,0.0
2023-10-05,4991.0,28.0,5019.0,17.4,12.3,21.0,24.5,0.0
2023-10-06,4996.0,31.0,5027.0,13.099999999999998,6.1,17.7,22.3,0.0
2023-10-07,4988.0,33.0,5021.0,9.3,0.0,12.5,15.599999999999998,0.0
2023-10-08,4992.0,29.0,5021.0,7.4,1.5,9.5,11.5,0.0
2023-10-09,4995.0,31.0,5026.0,7.299999999999999,0.0,9.3,11.4,0.0
2023-10-10,4997.0,33.0,5030.0,7.700000000000001,2.8,10.3,12.8,0.0
2023-10-11,5005.0,33.0,5038.0,7.5,0.0,11.0,14.400000000000002,0.0
2023-10-12,5003.0,36.0,5039.0,7.200000000000001,0.0,11.7,16.1,0.0
2023-10-13,5008.0,31.0,5039.0,6.700000000000001,0.0,10.6,14.5,0.0
2023-10-14,5005.0,28.0,5033.0,9.9,0.0,11.5,13.099999999999998,0.0
2023-10-15,5001.0,31.0,5032.0,8.0,0.0,9.6,11.3,0.0
2023-10-16,5009.0,27.0,5036.0,8.2,0.0,10.5,12.900000000000002,0.0
2023-10-17,5016.0,22.0,5038.0,7.200000000000001,0.0,11.5,15.8,0.0
2023-10-18,5006.0,28.0,5034.0,9.4,0.0,11.8,14.3,0.0
2023-10-19,5008.0,26.0,5034.0,10.7,0.2,13.400000000000002,16.1,0.0
2023-10-20,5006.0,31.0,5037.0,10.1,5.7,12.5,15.0,0.0
2023-10-21,5000.0,27.0,5027.0,6.299999999999999,0.0,9.4,12.400000000000002,0.0
2023-10-22,5002.0,27.0,5029.0,3.5,0.0,7.299999999999999,11.2,0.0
2023-10-23,5005.0,23.0,5028.0,2.0,0.0,7.1,12.2,0.0
2023-10-24,4998.0,24.0,5022.0,9.3,0.0,13.8,18.3,0.0
2023-10-25,5004.0,25.0,5029.0,14.599999999999998,1.1,17.2,19.8,0.0
2023-10-26,5002.0,30.0,5032.0,14.3,8.0,16.2,18.1,0.0
2023-10-27,5009.0,31.0,5040.0,16.3,0.0,19.1,21.9,0.0
2023-10-28,5007.0,28.0,5035.0,7.5,0.0,12.7,18.0,0.0
2023-10-29,5005.0,27.0,5032.0,3.8,1.9,5.8,7.799999999999999,0.0
2023-10-30,5001.0,28.0,5029.0,1.0,2.2,4.4,7.9,0.0
2023-10-31,4996.0,24.0,5020.0,0.4,0.0,3.5,6.6,0.0
2023-11-01,4981.0,27.0,5008.0,0.1,0.0,2.8,5.5,0.0
2023-11-02,4982.0,28.0,5010.0,2.9,0.0,6.0,9.1,0.0
2023-11-03,4989.0,31.0,5020.0,8.2,0.0,11.1,14.0,0.0
2023-11-04,5004.0,22.0,5026.0,7.7,2.0,9.8,11.9,0.0
2023-11-05,5014.0,22.0,5036.0,4.1,0.0,7.2,10.3,0.0
2023-11-06,5004.0,30.0,5034.0,8.4,4.7,10.3,12.2,3.0
2023-11-07,5009.0,28.0,5037.0,8.4,4.7,10.3,12.2,0.0
2023-11-08,5009.0,29.0,5038.0,-1.2,15.3,1.6999999999999997,4.6,0.0
2023-11-09,5018.0,24.0,5042.0,4.4,1.1,7.700000000000001,11.0,0.0
2023-11-10,5031.0,22.0,5053.0,3.3999999999999995,0.0,7.5,11.5,0.0
2023-11-11,5034.0,23.0,5057.0,1.8000000000000003,0.0,3.2,4.6,0.0
2023-11-12,5037.0,23.0,5060.0,0.0,0.0,2.5,4.9,0.0
2023-11-13,5040.0,21.0,5061.0,3.8999999999999995,0.0,9.0,14.0,0.0
2023-11-14,5041.0,18.0,5059.0,4.9,0.0,7.1,9.4,0.0
2023-11-15,5081.0,29.0,5110.0,3.4,0.0,8.5,13.6,0.0
2023-11-16,5106.0,22.0,5128.0,4.6,0.0,8.5,12.299999999999999,0.0
2023-11-17,5140.0,19.0,5159.0,2.9,0.5,7.8999999999999995,12.9,0.0
2023-11-18,5163.0,17.0,5180.0,0.5,0.0,4.5,8.5,0.0
2023-11-19,5185.0,20.0,5205.0,-0.6,0.0,3.1999999999999997,7.1000000000000005,0.0
2023-11-20,5265.0,32.0,5297.0,-3.1,0.0,-0.2,2.8,0.0
2023-11-21,5250.0,53.0,5303.0,2.0,16.6,4.2,6.3,0.0
2023-11-22,5251.0,16.0,5267.0,3.0,2.8,5.1,7.1,1.0
2023-11-23,5244.0,23.0,5267.0,0.8,0.0,4.1,7.3,0.0
2023-11-24,5251.0,17.0,5268.0,-2.3,0.0,-0.3,1.6,0.0
2023-11-25,5248.0,22.0,5270.0,-2.0,0.0,0.9,3.8,0.0
2023-11-26,5246.0,23.0,5269.0,1.6,9.1,4.2,6.8,0.0
2023-11-27,5239.0,27.0,5266.0,-3.0,0.0,0.8,4.7,0.0
2023-11-28,5336.0,37.0,5373.0,-3.8999999999999995,0.0,-1.9,0.2,0.0
2023-11-29,5360.0,33.0,5393.0,-3.6000000000000005,0.0,-1.3,1.0,0.0
2023-11-30,5348.0,37.0,5385.0,0.0,0.0,5.1,10.2,0.0
2023-12-01,5322.0,45.0,5367.0,1.2,9.0,5.5,9.8,0.0
2023-12-02,5324.0,42.0,5366.0,2.3,2.8,3.2,4.1,0.0
2023-12-03,5318.0,43.0,5361.0,1.6,2.1,2.6,3.5,0.0
2023-12-04,5293.0,46.0,5339.0,1.2,0.0,2.8,4.4,0.0
2023-12-05,5359.0,58.0,5417.0,0.3,0.1,1.7,3.1,0.0
2023-12-06,5353.0,31.0,5384.0,-1.8,0.0,-0.2,1.4,0.0
2023-12-07,5336.0,40.0,5376.0,0.3,3.9,3.0,5.7,1.0
2023-12-08,5321.0,37.0,5358.0,4.0,0.0,5.9,7.9,0.0
2023-12-09,5312.0,48.0,5360.0,7.6,9.1,10.3,13.0,0.0
2023-12-10,5307.0,53.0,5360.0,2.8,0.7,6.8,10.9,0.0
2023-12-11,5302.0,43.0,5345.0,0.7,0.0,1.8,3.0,0.0
2023-12-12,5290.0,44.0,5334.0,-0.2,0.0,2.7,5.7,0.0
2023-12-13,5289.0,40.0,5329.0,-1.4,0.0,1.1,3.6,0.0
2023-12-14,5273.0,58.0,5331.0,-1.8,0.0,1.9,5.5,0.0
2023-12-15,5264.0,56.0,5320.0,3.7,0.0,8.5,13.2,0.0
2023-12-16,5251.0,66.0,5317.0,4.7,0.2,5.8,7.0,0.0
2023-12-17,5246.0,56.0,5302.0,5.9,12.0,7.2,8.4,0.0
2023-12-18,5255.0,51.0,5306.0,-1.7,1.8,2.7,7.1,0.0
2023-12-19,5246.0,60.0,5306.0,-3.6999999999999997,0.3,-2.0,-0.19999999999999998,0.0
2023-12-20,5246.0,62.0,5308.0,-1.0,0.0,1.7,4.4,0.0
2023-12-21,5283.0,61.0,5344.0,-3.6,0.0,-0.3,3.1,0.0
2023-12-22,5328.0,21.0,5349.0,-4.4,0.0,-1.6,1.2,0.0
2023-12-23,5365.0,34.0,5399.0,0.8,7.5,2.8,4.8,0.0
2023-12-24,5400.0,23.0,5423.0,3.6,0.0,4.5,5.3,0.0
2023-12-25,5433.0,38.0,5471.0,3.5,0.0,5.3,7.0,0.0
2023-12-26,5450.0,26.0,5476.0,5.6,0.9,6.7,7.8,1.0
2023-12-27,5459.0,24.0,5483.0,7.2,16.4,7.8,8.4,0.0
2023-12-28,5477.0,21.0,5498.0,6.1,3.3,7.0,7.9,0.0
2023-12-29,5485.0,26.0,5511.0,2.6,4.5,4.9,7.1,0.0
2023-12-30,5484.0,23.0,5507.0,-0.3,0.0,1.2,2.7,0.0
2023-12-31,5529.0,128.0,5657.0,-1.0,2.3,0.3,1.6,0.0
2024-01-01,5601.0,55.0,5656.0,-3.1,0.1,-1.9,-0.7,2.0
2024-01-02,5626.0,41.0,5667.0,-1.5,0.0,0.0,1.5,0.0
2024-01-03,5630.0,34.0,5664.0,0.6,0.0,1.9,3.1,0.0
2024-01-04,5639.0,24.0,5663.0,-6.0,0.0,-2.1,1.8,0.0
2024-01-05,5631.0,28.0,5659.0,-2.1,0.0,-0.9,0.4,0.0
2024-01-06,5610.0,42.0,5652.0,-3.5,5.0,-0.7,2.1,0.0
2024-01-07,5586.0,27.0,5613.0,-4.2,0.1,-1.6999999999999997,0.7,5.0
2024-01-08,5573.0,32.0,5605.0,0.6,0.0,2.2,3.7,4.0
2024-01-09,5622.0,54.0,5676.0,0.6,31.2,3.8,7.0,1.0
2024-01-10,5648.0,26.0,5674.0,0.7,0.0,3.7,6.7,0.0
2024-01-11,5667.0,23.0,5690.0,0.6,3.3,1.7,2.8,0.0
2024-01-12,5674.0,21.0,5695.0,-0.1,11.8,1.9,3.9,0.0
2024-01-13,5678.0,17.0,5695.0,-2.9,3.3,1.9,6.8,1.0
2024-01-14,5699.0,30.0,5729.0,-11.2,0.1,-6.8,-2.5,0.0
2024-01-15,5695.0,36.0,5731.0,-12.5,0.0,-9.8,-7.1,1.0
2024-01-16,5710.0,34.0,5744.0,-10.9,0.9,-8.6,-6.3,1.0
2024-01-17,5716.0,33.0,5749.0,-14.2,0.0,-10.8,-7.4,1.0
2024-01-18,5728.0,28.0,5756.0,-7.6,0.0,-5.2,-2.8,2.0
2024-01-19,5736.0,32.0,5768.0,-13.8,0.0,-9.4,-4.9,1.0
2024-01-20,5741.0,25.0,5766.0,-14.1,0.0,-10.5,-7.0,2.0
2024-01-21,5734.0,28.0,5762.0,-10.7,0.0,-6.0,-1.4,2.0
2024-01-22,5732.0,25.0,5757.0,-5.8,0.7,-3.0,-0.2,2.0
2024-01-23,5724.0,27.0,5751.0,-0.3,8.1,1.1,2.4,2.0
2024-01-24,5722.0,26.0,5748.0,0.9,7.2,1.9,3.0,2.0
2024-01-25,5715.0,31.0,5746.0,2.0,0.0,3.0,4.1,0.0
2024-01-26,5693.0,29.0,5722.0,2.1,17.6,4.1,6.1,0.0
2024-01-27,5690.0,33.0,5723.0,1.6,0.0,2.8,4.0,0.0
2024-01-28,5688.0,26.0,5714.0,1.6999999999999997,0.2,2.7,3.7,0.0
2024-01-29,5674.0,24.0,5698.0,0.1,0.0,1.8000000000000003,3.6000000000000005,0.0
2024-01-30,5671.0,22.0,5693.0,0.7,0.0,2.0,3.2,0.0
2024-01-31,5660.0,23.0,5683.0,2.4,0.0,4.0,5.6,0.0
2024-02-01,5653.0,34.0,5687.0,3.0,0.0,4.1,5.2,0.0
2024-02-02,5692.0,73.0,5765.0,-1.4,0.0,1.7,4.8,0.0
2024-02-03,5714.0,48.0,5762.0,-2.7,0.0,0.2,3.0,0.0
2024-02-04,5742.0,29.0,5771.0,-4.0,0.0,0.5,5.1,0.0
2024-02-05,5743.0,27.0,5770.0,-0.5,0.0,1.3,3.1,0.0
2024-02-06,5717.0,22.0,5739.0,-1.2,0.0,1.4,4.0,0.0
2024-02-07,5700.0,18.0,5718.0,0.7,0.0,2.5,4.3,0.0
2024-02-08,5689.0,20.0,5709.0,1.3,0.0,5.0,8.6,0.0
2024-02-09,5678.0,25.0,5703.0,6.5,0.8,11.0,15.400000000000002,0.0
2024-02-10,5666.0,41.0,5707.0,3.8,0.0,7.6,11.4,0.0
2024-02-11,5670.0,26.0,5696.0,1.9,0.0,2.8999999999999995,3.8999999999999995,0.0
2024-02-12,5660.0,34.0,5694.0,-0.3,0.0,1.8000000000000003,3.8999999999999995,0.0
2024-02-13,5742.0,36.0,5778.0,-5.3,0.1,-0.2,4.9,0.0
2024-02-14,5760.0,14.0,5774.0,-6.9,0.0,-3.4,0.2,0.0
2024-02-15,5767.0,10.0,5777.0,-3.7,6.4,-1.2,1.2,0.0
2024-02-16,5762.0,13.0,5775.0,-3.5,0.0,-1.4,0.6,8.0
2024-02-17,5764.0,14.0,5778.0,-6.9,0.1,-4.7,-2.4,5.0
2024-02-18,5769.0,10.0,5779.0,-5.6,0.1,-2.4,0.9,4.0
2024-02-19,5761.0,12.0,5773.0,-9.0,0.0,-5.1,-1.1,3.0
2024-02-20,5750.0,9.0,5759.0,-4.5,0.0,-0.4,3.7,3.0
2024-02-21,5746.0,9.0,5755.0,0.9,0.0,5.3,9.7,0.0
2024-02-22,5731.0,14.0,5745.0,4.5,0.0,7.6,10.7,0.0
2024-02-23,5716.0,11.0,5727.0,-7.2,0.0,1.9,11.0,0.0
2024-02-24,5715.0,9.0,5724.0,-11.9,0.0,-7.8,-3.8,0.0
2024-02-25,5704.0,15.0,5719.0,-4.4,0.0,0.8,5.9,0.0
2024-02-26,5694.0,10.0,5704.0,1.6,0.0,5.2,8.9,0.0
2024-02-27,5683.0,10.0,5693.0,3.4,17.9,8.2,13.0,0.0
2024-02-28,5680.0,10.0,5690.0,-4.6,7.3,5.3,15.2,0.0
2024-02-29,5664.0,14.0,5678.0,-5.9,0.0,-3.5,-1.1,0.0
2024-03-01,5599.0,34.0,5633.0,-2.9,0.0,2.8,8.5,0.0
2024-03-02,5583.0,25.0,5608.0,5.3,0.3,6.1,7.0,0.0
2024-03-03,5570.0,25.0,5595.0,5.3,0.0,6.4,7.6,0.0
2024-03-04,5552.0,25.0,5577.0,5.1,0.0,9.6,14.2,0.0
2024-03-05,5526.0,22.0,5548.0,7.8,1.2,12.0,16.2,0.0
2024-03-06,5487.0,23.0,5510.0,4.1,0.09999999999999999,6.6000000000000005,9.1,0.0
2024-03-07,5469.0,35.0,5504.0,2.6,0.0,6.3999999999999995,10.2,0.0
2024-03-08,5445.0,27.0,5472.0,3.8000000000000003,0.7,6.1000000000000005,8.4,0.0
2024-03-09,5418.0,31.0,5449.0,4.4,13.799999999999999,6.5,8.6,0.0
2024-03-10,5421.0,28.0,5449.0,-1.2,0.09999999999999999,1.7,4.7,0.0
2024-03-11,5392.0,40.0,5432.0,-0.8,0.0,3.8,8.4,0.0
2024-03-12,5384.0,29.0,5413.0,2.6,0.0,8.3,14.0,0.0
2024-03-13,5369.0,33.0,5402.0,5.9,0.0,13.5,21.1,0.0
2024-03-14,5382.0,33.0,5415.0,6.4,17.1,8.5,10.6,0.0
2024-03-15,5394.0,41.0,5435.0,2.2,0.0,7.0,11.8,0.0
2024-03-16,5399.0,42.0,5441.0,1.3,1.8000000000000003,5.2,9.2,0.0
2024-03-17,5405.0,39.0,5444.0,-0.2,0.0,3.6000000000000005,7.299999999999999,0.0
2024-03-18,5404.0,29.0,5433.0,-1.3,0.2,0.9,3.1,0.0
2024-03-19,5406.0,25.0,5431.0,-0.9,2.0,0.6,2.1,0.0
2024-03-20,5474.0,53.0,5527.0,-4.3,0.9,-0.9,2.5,0.0
2024-03-21,5521.0,13.0,5534.0,-5.6,0.0,-2.8,0.1,0.0
2024-03-22,5522.0,14.0,5536.0,-5.6,9.9,-3.9,-2.2,0.0
2024-03-23,5527.0,9.0,5536.0,-6.6,0.1,-1.9,2.9,10.0
2024-03-24,5518.0,8.0,5526.0,-5.4,0.0,-2.4,0.5,2.0
2024-03-25,5491.0,13.0,5504.0,0.2,0.0,4.0,7.700000000000001,0.0
2024-03-26,5468.0,17.0,5485.0,6.200000000000001,4.7,7.6,9.0,0.0
2024-03-27,5457.0,10.0,5467.0,3.6,0.4,7.2,10.7,0.0
2024-03-28,5443.0,13.0,5456.0,1.7,0.0,5.3,8.8,0.0
2024-03-29,5449.0,12.0,5461.0,0.5,0.0,4.4,8.3,0.0
2024-03-30,5441.0,12.0,5453.0,-0.9,0.0,3.3,7.5,0.0
2024-03-31,5437.0,16.0,5453.0,2.0,0.0,5.3,8.6,0.0
